Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Strasbourg R32,L vs Tan,82.8%,43.8%,1.7%,0/1,2.20,5.7%,80.6%,32.0%,0.0%,2.51,5.6%,95.8%,56.5%,4.2%,1.89,5.9%
2022 Australian Open R64,L vs Pavlyuchenkova,61.2%,36.7%,4.1%,1/1,2.11,2.8%,70.3%,34.6%,5.4%,2.16,5.0%,66.7%,50.0%,0.0%,2.04,0.0%
2022 Australian Open R128,W vs Anderson,69.6%,52.1%,4.9%,1/4,2.24,5.8%,70.0%,52.4%,1.7%,2.14,10.3%,78.4%,51.7%,10.8%,2.37,0.0%
2021 Australian Open R64,L vs Pegula,67.6%,40.0%,10.8%,2/2,2.59,13.8%,68.0%,35.3%,12.0%,2.41,23.5%,66.7%,50.0%,8.3%,2.85,0.0%
2021 Australian Open R128,W vs Aiava,80.8%,63.5%,1.3%,1/0,2.33,27.1%,82.1%,65.2%,0.0%,2.17,38.2%,81.0%,58.8%,4.8%,2.73,0.0%
2019 Guangzhou F,L vs Kenin,70.2%,45.2%,2.9%,0/3,2.59,14.5%,71.2%,35.7%,0.0%,2.68,18.8%,77.5%,58.1%,7.5%,2.49,10.0%
2019 Guangzhou SF,W vs Golubic,75.2%,57.3%,0.0%,0/0,2.46,23.0%,79.5%,62.1%,0.0%,2.45,37.1%,76.2%,37.5%,0.0%,2.47,3.8%
2019 Fed Cup RR,L vs Sabalenka,58.9%,60.3%,8.1%,5/5,2.56,4.9%,63.1%,58.5%,4.8%,2.74,10.0%,80.0%,65.0%,24.0%,2.39,0.0%
2019 Australian Open R128,L vs Yastremska,66.0%,40.0%,15.1%,3/5,2.50,4.8%,55.6%,40.0%,13.9%,2.25,9.5%,88.2%,40.0%,17.6%,2.75,0.0%
2018 Brisbane R32,L vs Bouzkova,73.0%,38.9%,12.2%,6/3,2.39,0.0%,65.9%,27.6%,9.1%,2.42,0.0%,92.6%,52.0%,18.5%,2.35,0.0%
2018 US Open R128,L vs Wozniacki,67.3%,48.5%,4.1%,0/2,2.66,12.8%,63.0%,52.9%,0.0%,2.41,20.8%,76.2%,43.8%,9.5%,3.07,0.0%
2018 New Haven R32,L vs Sabalenka,52.6%,40.0%,1.8%,1/0,2.57,5.3%,55.6%,35.0%,2.8%,2.31,9.5%,62.5%,50.0%,0.0%,2.88,0.0%
2017 Madrid R16,L vs Halep,70.2%,39.0%,7.1%,2/4,2.25,1.8%,73.4%,34.0%,7.8%,2.29,2.6%,66.7%,58.3%,5.6%,2.17,0.0%
2017 Stuttgart R32,L vs Sevastova,67.0%,47.5%,2.3%,1/1,2.48,8.9%,69.0%,47.5%,0.0%,2.55,9.5%,67.9%,47.4%,7.1%,2.27,7.1%
2017 Miami R16,L vs Halep,75.5%,54.1%,3.1%,1/2,2.47,1.6%,72.7%,43.8%,1.5%,2.43,2.7%,89.7%,73.1%,6.9%,2.53,0.0%
2016 Roland Garros SF,L vs Muguruza,62.0%,45.2%,12.0%,2/4,2.72,0.0%,57.1%,37.5%,7.1%,2.60,0.0%,88.2%,53.3%,23.5%,2.85,0.0%
2016 Roland Garros R16,W vs Halep,86.7%,55.1%,2.2%,1/1,2.42,2.0%,88.6%,50.0%,0.0%,2.33,2.9%,84.2%,75.0%,10.5%,2.62,0.0%
2016 Madrid SF,L vs Halep,57.1%,30.0%,2.9%,1/0,2.67,0.0%,53.6%,33.3%,3.6%,2.87,0.0%,83.3%,20.0%,0.0%,2.34,0.0%
2016 Prague F,L vs Safarova,60.5%,46.9%,4.9%,1/3,2.49,5.8%,59.6%,47.1%,3.5%,2.38,9.7%,68.2%,46.7%,9.1%,2.65,0.0%
2016 Brisbane R16,L vs Suarez Navarro,65.9%,39.3%,8.2%,4/3,2.24,47.5%,60.3%,25.7%,3.4%,2.26,45.7%,87.5%,61.9%,20.8%,2.23,50.0%
Career (44 matches),,71.5%,48.9%,5.1%,46.6%,2.43,8.2%,72.6%,46.1%,3.3%,2.38,11.2%,79.1%,55.1%,10.3%,2.50,3.7%
