Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 US Open R128,L vs Kontaveit,94.1,98.9,9.9,103.6,93.5,114,74,83.7,5.1,87.0,81.6,91,74
2019 US Open R128,L vs Alexandrova,98.6,103.4,7.1,,,112,84,82.1,4.2,,,88,76
2019 Wimbledon R128,L vs Suarez Navarro,98.1,108.8,4.7,111.9,102.6,117,98,85.1,3.5,84.2,84.3,94,80
2019 Roland Garros R64,L vs Alexandrova,97.4,103.8,7.8,,,116,76,86.8,5.2,,,101,74
2019 Roland Garros R128,W vs Strycova,95.3,99.7,10.1,,,115,82,87.6,6.7,,,100,75
2018 US Open R128,L vs Wozniacki,101.5,106.3,7.9,111.2,100.8,119,86,89.2,3.4,91.0,88.5,95,83
2018 Wimbledon R64,L vs Saville,101.7,108.2,3.9,110.8,104.0,115,100,90.7,4.2,92.0,90.3,97,77
2017 Roland Garros R32,W vs Mattek Sands,96.3,100.8,8.8,,,114,80,89.8,6.6,,,101,81
2017 Roland Garros R64,W vs Flipkens,97.9,106.9,7.5,,,118,88,87.5,5.5,,,95,76
2017 Roland Garros R128,W vs Kucova,98.3,104.6,9.7,,,118,80,89.0,6.1,,,101,77
2017 Australian Open R128,L vs Watson,101.8,106.7,8.2,110.2,97.5,118,84,90.2,5.1,94.1,87.7,100,82
2016 US Open R64,L vs Zhang,94.1,97.8,10.4,100.9,89.5,113,68,83.2,5.5,85.5,81.2,93,74
2016 US Open R128,W vs Giorgi,92.1,95.3,9.4,,,114,78,86.2,6.9,,,100,68
2016 Wimbledon R128,W vs Linette,99.3,102.9,5.9,107.1,98.4,114,88,92.5,4.3,98.0,87.0,98,81
2016 Roland Garros SF,L vs Muguruza,97.7,105.0,5.2,106.8,103.3,113,95,89.1,6.6,90.7,86.6,98,75
2016 Roland Garros QF,W vs Pironkova,96.8,99.3,6.9,101.2,96.5,113,82,90.1,4.1,89.7,,95,79
2016 Roland Garros R16,W vs Halep,97.3,100.5,8.3,,,114,81,90.4,6.6,,,100,78
2016 Roland Garros R32,W vs Safarova,101.7,107.8,4.3,110.8,106.5,118,98,94.1,4.2,96.0,90.8,101,82
2016 Roland Garros R64,W vs Zhang,97.2,100.5,9.1,,,112,81,90.5,5.2,,,100,82
2016 Australian Open R128,L vs Pliskova,98.3,105.6,4.2,,,115,98,89.2,4.2,,,98,81
Career (75 matches),,96.1,101.8,8.2,107.5,98.1,120,68,87.0,4.9,92.1,86.5,101,62
