Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 Strasbourg R32,L vs Tan,4.5%,20.5%,40.0%,10.0%,20.0%,27.8%,36.4%,77.8%,100.0%,0.0%,29.4%,52.9%,10.0%,85.7%,100.0%,-119
2022 Australian Open R64,L vs Pavlyuchenkova,24.0%,26.0%,30.6%,33.3%,36.7%,40.0%,50.0%,42.9%,0.0%,11.1%,11.1%,18.8%,0.0%,60.0%,0.0%,-4
2022 Australian Open R128,W vs Anderson,31.8%,46.7%,49.3%,41.8%,62.7%,59.0%,46.4%,33.3%,0.0%,16.7%,22.2%,36.7%,0.0%,43.8%,100.0%,17
2021 Australian Open R64,L vs Pegula,19.0%,23.8%,23.3%,30.8%,38.5%,22.2%,27.3%,60.0%,50.0%,0.0%,0.0%,25.0%,12.5%,25.0%,50.0%,-119
2021 Australian Open R128,W vs Aiava,17.2%,29.7%,47.1%,19.6%,37.0%,56.8%,52.4%,24.0%,0.0%,12.5%,12.5%,21.4%,12.5%,25.0%,0.0%,9
2019 Guangzhou F,L vs Kenin,29.5%,37.9%,44.4%,40.0%,47.3%,51.5%,57.1%,22.2%,0.0%,16.7%,27.8%,36.7%,7.1%,36.4%,100.0%,17
2019 Guangzhou SF,W vs Golubic,22.0%,28.6%,50.8%,32.7%,40.4%,51.4%,68.2%,26.7%,0.0%,10.3%,17.2%,50.0%,0.0%,23.1%,0.0%,-30
2019 Fed Cup RR,L vs Sabalenka,27.6%,35.0%,30.9%,42.0%,52.2%,40.0%,42.4%,27.8%,8.3%,10.9%,15.2%,22.0%,0.0%,54.2%,50.0%,-12
2019 Australian Open R128,L vs Yastremska,28.4%,37.3%,38.1%,41.7%,52.8%,42.9%,26.7%,19.0%,33.3%,16.0%,24.0%,33.3%,14.3%,54.5%,-,30
2018 Brisbane R32,L vs Bouzkova,28.1%,33.3%,41.8%,33.9%,40.7%,51.3%,26.9%,24.2%,0.0%,20.0%,22.9%,28.6%,19.0%,21.4%,0.0%,-39
2018 US Open R128,L vs Wozniacki,23.0%,31.1%,35.9%,35.1%,48.6%,33.3%,47.6%,12.5%,0.0%,6.3%,6.3%,40.0%,20.0%,54.5%,0.0%,-71
2018 New Haven R32,L vs Sabalenka,22.6%,32.1%,44.7%,32.3%,45.2%,52.4%,50.0%,35.3%,50.0%,10.5%,15.8%,35.3%,22.2%,70.0%,100.0%,-14
2017 Madrid R16,L vs Halep,30.2%,46.5%,49.2%,36.1%,49.2%,51.3%,20.0%,63.9%,66.7%,16.7%,41.7%,45.0%,9.1%,69.2%,-,-56
2017 Stuttgart R32,L vs Sevastova,25.3%,34.2%,51.8%,26.3%,35.1%,57.1%,50.0%,73.9%,75.0%,26.3%,36.8%,35.7%,33.3%,62.5%,100.0%,61
2017 Miami R16,L vs Halep,29.0%,34.4%,33.9%,40.6%,46.9%,42.1%,42.9%,55.6%,50.0%,4.0%,8.0%,20.8%,0.0%,53.8%,0.0%,-79
2016 Roland Garros SF,L vs Muguruza,20.7%,27.6%,37.5%,24.1%,31.0%,40.9%,41.2%,8.3%,50.0%,21.7%,30.4%,33.3%,45.5%,66.7%,100.0%,80
2016 Roland Garros R16,W vs Halep,21.7%,26.1%,64.7%,22.2%,28.9%,71.4%,45.0%,48.0%,66.7%,23.8%,23.8%,50.0%,9.1%,60.0%,100.0%,47
2016 Madrid SF,L vs Halep,10.5%,18.4%,34.4%,16.7%,25.0%,45.0%,28.6%,40.0%,0.0%,0.0%,8.3%,16.7%,0.0%,75.0%,100.0%,-119
2016 Prague F,L vs Safarova,30.6%,41.2%,46.2%,29.5%,45.5%,54.8%,43.5%,14.3%,0.0%,38.2%,44.1%,33.3%,14.3%,20.0%,100.0%,102
2016 Brisbane R16,L vs Suarez Navarro,27.8%,36.7%,50.8%,32.7%,44.2%,54.3%,12.0%,48.1%,80.0%,23.5%,29.4%,46.2%,25.0%,50.0%,66.7%,23
Career (44 matches),,24.6%,33.8%,44.4%,31.2%,42.8%,50.0%,39.3%,42.1%,35.9%,15.8%,22.1%,36.1%,10.0%,50.5%,59.3%,41
