Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,1,0,1,0.0%,1-2,33.3%,10-16,38.5%,0-0,-,1,46.2%,30.8%,2.4%,8.5%,61.0%,58.0%,31.3%,47.6%,45.5%,46.4%,0.87,R32 (Indian Wells 125K)
2019,1,0,1,0.0%,1-2,33.3%,16-16,50.0%,0-0,-,1,56.3%,43.8%,6.0%,15.4%,66.7%,61.5%,30.8%,51.3%,48.4%,49.8%,0.99,R32 (Anning)
2008,7,5,2,71.4%,10-5,66.7%,79-62,56.0%,0-1,0.0%,0,,,,,,,,,,,,SF (Dothan AL 75K)
2004,8,5,3,62.5%,11-8,57.9%,96-70,57.8%,0-1,0.0%,0,,,,,,,,,,,,SF (Augusta GA 25K)
2003,29,13,16,44.8%,29-34,46.0%,284-309,47.9%,3-4,42.9%,0,,,,,,,,,,,,SF (Lexington KY 50K)
2002,38,20,18,52.6%,51-42,54.8%,456-428,51.6%,7-8,46.7%,0,,,,,,,,,,,,F (Rockhampton 25K)
2001,33,27,6,81.8%,58-18,76.3%,423-275,60.6%,7-3,70.0%,0,,,,,,,,,,,,W (4x)
2000,3,1,2,33.3%,2-4,33.3%,21-31,40.4%,0-0,-,0,,,,,,,,,,,,R16 (Gold Coast 25K)
1999,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Gold Coast 25K)
1998,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Kooralbyn 10K)
Career,122,71,51,58.2%,163-119,57.8%,1393-1231,53.1%,17-17,50.0%,2,51.7%,37.9%,4.5%,12.6%,64.3%,60.2%,31.0%,49.7%,47.1%,48.3%,0.94,
