Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Acapulco R32,L vs Schwartzman,29.0%,40.9%,31.7%,32.3%,39.5%,53.5%,30.8%,46.5%,48.0%,50.0%,33.3%,21.3%,31.9%,32.4%,12
2019 Rotterdam R32,L vs Gulbis,25.4%,34.3%,43.8%,31.6%,26.2%,40.5%,41.9%,36.2%,50.0%,33.3%,50.0%,26.1%,26.1%,47.1%,42
2019 Australian Open R64,L vs Goffin,38.2%,46.3%,42.5%,44.3%,45.9%,58.1%,47.5%,56.1%,50.0%,45.0%,60.0%,28.3%,30.4%,36.4%,14
2018 Basel F,L vs Federer,40.8%,48.7%,36.6%,42.8%,54.3%,60.9%,33.3%,57.6%,35.7%,28.1%,0.0%,23.1%,34.6%,40.0%,102
2018 Basel SF,W vs Zverev,39.2%,50.4%,47.1%,43.0%,68.2%,78.8%,52.4%,75.3%,51.7%,29.7%,75.0%,7.5%,20.8%,44.9%,-43
2018 Basel QF,W vs Fritz,46.7%,53.3%,39.1%,47.3%,71.4%,73.5%,21.4%,72.4%,45.8%,32.0%,25.0%,20.0%,32.5%,46.9%,27
2018 Sofia F,L vs Basic,44.7%,54.4%,47.3%,49.5%,62.9%,72.6%,47.8%,71.6%,50.0%,44.1%,75.0%,27.3%,38.6%,46.9%,136
2018 Sofia SF,W vs Kovalik,41.3%,67.4%,68.0%,50.2%,60.0%,88.0%,90.0%,76.4%,44.4%,43.8%,-,21.1%,47.4%,53.3%,65
2016 Sofia R32,W vs Chung,37.8%,60.0%,76.0%,47.3%,50.0%,69.2%,69.2%,66.5%,66.7%,41.2%,-,25.0%,56.3%,83.3%,113
2015 Izmir CH SF,W vs Dustov,44.1%,61.8%,77.8%,50.3%,57.1%,71.4%,77.8%,67.1%,70.0%,45.5%,100.0%,25.0%,50.0%,77.8%,37
2015 Madrid R64,L vs Bautista Agut,24.7%,38.4%,50.0%,32.3%,28.2%,38.5%,53.6%,42.6%,33.3%,57.1%,100.0%,22.6%,41.9%,45.8%,55
Career (11 matches),,37.6%,49.1%,46.5%,42.4%,52.1%,63.7%,47.5%,60.8%,48.6%,39.6%,52.8%,21.6%,34.2%,45.7%,67
