Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Acapulco R32,L vs Schwartzman,68.4%,53.7%,1.3%,1/0,2.18,7.9%,71.7%,44.7%,1.9%,2.04,15.4%,72.7%,75.0%,0.0%,2.28,2.7%
2019 Rotterdam R32,L vs Gulbis,46.5%,35.0%,14.0%,4/2,2.11,12.8%,44.4%,33.3%,14.8%,2.02,20.0%,53.3%,37.5%,13.3%,2.26,0.0%
2019 Australian Open R64,L vs Goffin,58.0%,44.6%,3.6%,2/2,2.03,11.0%,52.4%,37.2%,3.7%,1.90,20.0%,78.6%,59.1%,3.6%,2.15,0.0%
2018 Basel F,L vs Federer,66.2%,30.2%,9.2%,2/4,1.83,60.0%,50.0%,11.8%,11.8%,1.81,40.0%,92.9%,42.3%,7.1%,1.85,80.0%
2018 Basel SF,W vs Zverev,52.1%,42.9%,4.3%,2/2,2.11,2.9%,50.0%,37.9%,3.4%,1.64,5.0%,71.4%,50.0%,7.1%,2.32,2.0%
2018 Basel QF,W vs Fritz,52.5%,52.4%,3.8%,1/2,2.41,13.0%,43.5%,40.0%,2.2%,2.39,42.9%,75.9%,63.6%,6.9%,2.42,0.0%
2018 Sofia F,L vs Basic,59.8%,45.3%,3.7%,3/1,2.27,11.3%,49.3%,54.3%,2.8%,2.15,4.8%,85.3%,34.5%,5.9%,2.36,15.6%
2018 Sofia SF,W vs Kovalik,70.3%,64.4%,1.6%,0/1,1.91,4.3%,72.5%,58.6%,0.0%,1.57,12.5%,69.6%,75.0%,4.3%,2.15,0.0%
2016 Sofia R32,W vs Chung,78.4%,52.5%,3.9%,0/2,2.03,8.0%,75.8%,56.0%,6.1%,1.67,15.4%,93.8%,46.7%,0.0%,2.25,0.0%
2015 Izmir CH SF,W vs Dustov,86.0%,67.6%,0.0%,0/0,1.92,27.8%,83.9%,65.4%,0.0%,1.67,55.6%,91.7%,72.7%,0.0%,2.17,0.0%
2015 Madrid R64,L vs Bautista Agut,69.1%,38.3%,4.4%,0/3,2.37,13.7%,68.1%,40.6%,2.1%,2.39,25.9%,75.0%,33.3%,10.0%,2.33,0.0%
Career (11 matches),,62.8%,48.0%,4.2%,44.1%,2.14,14.2%,58.6%,45.1%,3.8%,2.00,21.5%,78.4%,52.5%,5.5%,2.26,8.2%
