Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,16,8,8,50.0%,10,7,3,70.0%,2013,2020,R64,13,0.99,13.8%,3.5%,57.6%,76.2%,50.9%,65.5%,34.3%,61.6%,42.1%
Roland Garros,11,Clay,21,10,11,47.6%,8,5,3,62.5%,2011,2022,R128,15,0.86,8.6%,2.7%,59.2%,71.4%,50.1%,62.7%,32.1%,61.2%,36.3%
Wimbledon,8,Grass,14,6,8,42.9%,8,2,6,25.0%,2014,2022,R128,7,0.89,12.6%,4.7%,58.8%,70.7%,52.6%,63.3%,32.6%,57.1%,42.9%
US Open,10,Hard,16,6,10,37.5%,8,2,6,25.0%,2011,2021,R64,13,0.91,10.8%,4.8%,55.8%,75.3%,48.1%,63.3%,33.6%,61.2%,28.9%
Davis Cup,13,,30,18,12,60.0%,14,6,8,42.9%,2009,2024,,15,1.19,14.7%,3.6%,57.8%,80.5%,54.5%,69.5%,36.2%,64.2%,41.6%
Bucharest,9,Clay,15,6,9,40.0%,3,2,1,66.7%,2009,2024,R16,15,0.95,8.8%,4.1%,59.6%,70.7%,47.0%,61.1%,36.8%,53.2%,37.5%
Stockholm,8,Hard,23,15,8,65.2%,7,4,3,57.1%,2009,2018,QF,21,1.21,14.7%,3.9%,60.2%,78.5%,56.8%,69.8%,36.6%,72.5%,38.3%
Madrid Masters,8,Clay,14,6,8,42.9%,10,5,5,50.0%,2011,2019,R32,14,0.89,9.5%,3.1%,61.8%,74.2%,54.5%,66.7%,29.6%,73.4%,36.6%
Miami Masters,6,Hard,9,3,6,33.3%,3,1,2,33.3%,2013,2021,R64,9,0.93,11.6%,5.1%,54.7%,75.9%,51.9%,65.0%,32.4%,57.1%,45.5%
Washington,5,Hard,10,5,5,50.0%,11,4,7,36.4%,2010,2019,R16,10,1.07,13.7%,5.8%,54.7%,84.6%,51.2%,69.5%,32.7%,71.4%,34.8%
Munich,4,Clay,7,3,4,42.9%,3,0,3,0.0%,2011,2019,R16,7,1.01,11.1%,3.5%,60.8%,74.6%,56.2%,67.4%,33.0%,66.7%,50.0%
