Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,709,39,,,,,,,,,1385,16,,
2023,320,162,277,1466,237,1458,260,1415,,,,,,
2022,374,125,266,1479,213,1479,275,1419,161,1478,,,,
2021,280,201,216,1532,182,1518,227,1461,119,1545,,,,
2020,216,277,,,,,,,,,,,,
2019,153,344,116,1672,103,1642,121,1579,94,1610,228,270,,
2018,60,823,64,1756,52,1730,93,1635,55,1662,544,25,,
2017,93,601,104,1689,100,1649,114,1599,60,1658,730,57,,
2016,132,457,79,1739,70,1705,112,1613,55,1653,403,145,,
2015,165,318,139,1610,125,1587,163,1527,132,1533,227,308,,
2014,172,299,183,1564,150,1554,192,1493,152,1493,479,118,,
2013,147,369,147,1613,126,1584,160,1542,138,1504,906,33,,
2012,160,347,123,1649,99,1627,155,1541,,,320,200,,
2011,217,225,208,1524,161,1535,229,1443,165,1467,645,64,,
2010,291,155,311,1402,272,1396,324,1323,,,329,183,,
2009,467,70,,,,,,,,,283,219,,
2008,631,33,,,,,,,,,722,44,,
2007,742,20,,,,,,,,,,,,
2006,1541,1,,,,,,,,,1116,12,,
