Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Acapulco R32,L vs Schwartzman,4.1,3.8,4.5,51.0%,38.2%,35.3%,47.4%,45.2%,31.4%,-14.5,-11.4,-3.0,-2.8
2019 Rotterdam R32,L vs Gulbis,3.2,3.6,2.5,45.6%,33.3%,25.0%,20.0%,43.8%,41.2%,-1.5,-2.9,-1.0,-2.6
2019 Australian Open R64,L vs Goffin,3.1,3.2,2.9,47.8%,42.9%,52.9%,20.0%,46.7%,42.8%,4.0,3.4,-7.5,-9.9
2018 Basel F,L vs Federer,3.5,3.4,3.6,47.0%,35.0%,36.4%,40.0%,46.4%,49.0%,-9.0,-11.4,-0.5,-1.0
2018 Basel SF,W vs Zverev,3.6,3.6,3.6,54.5%,39.4%,46.7%,46.2%,45.8%,47.5%,-2.5,-2.0,-6.5,-7.8
2018 Basel QF,W vs Fritz,3.2,3.2,3.1,55.2%,37.5%,42.9%,60.0%,47.7%,47.1%,2.0,2.3,-2.5,-4.7
2018 Sofia F,L vs Basic,3.0,2.5,3.6,52.3%,46.5%,30.8%,33.3%,55.6%,41.5%,-0.5,-0.4,-2.5,-4.2
2018 Sofia SF,W vs Kovalik,3.4,2.7,3.9,60.0%,69.2%,25.0%,66.7%,30.3%,37.6%,6.0,15.0,4.5,7.4
2016 Sofia R32,W vs Chung,3.3,2.7,3.9,57.4%,65.2%,66.7%,100.0%,44.2%,47.8%,0.0,0.0,0.0,0.0
2015 Izmir CH SF,W vs Dustov,3.3,3.0,3.6,71.4%,72.7%,0.0%,75.0%,44.2%,37.9%,10.0,25.0,9.5,26.4
2015 Madrid R64,L vs Bautista Agut,4.0,3.6,4.3,46.7%,43.2%,46.2%,33.3%,55.5%,44.1%,-4.0,-3.8,1.5,3.1
Career (11 matches),,3.4,3.2,3.6,52.4%,46.4%,41.5%,45.8%,46.8%,42.3%,-0.9,-1.1,-0.7,-1.2
