Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,80,37,43,46.3%,94-112,45.6%,978-1062,47.9%,21-14,60.0%,77,74.7%,20.6%,5.6%,4.3%,62.9%,68.4%,50.8%,61.8%,36.6%,49.1%,0.96
Clay,38,17,21,44.7%,46-56,45.1%,483-515,48.4%,7-10,41.2%,38,73.2%,24.2%,3.7%,3.9%,61.6%,65.4%,49.5%,59.3%,38.3%,49.0%,0.94
Grass,15,5,10,33.3%,15-28,34.9%,206-240,46.2%,6-5,54.5%,15,76.8%,16.2%,6.0%,4.5%,61.0%,69.6%,49.5%,61.8%,33.8%,48.3%,0.88
Grand Slams,29,12,17,41.4%,44-59,42.7%,493-533,48.1%,8-10,44.4%,29,76.1%,20.4%,5.0%,4.4%,62.0%,68.6%,49.3%,61.3%,36.4%,49.1%,0.94
Masters,27,13,14,48.1%,33-34,49.3%,321-333,49.1%,5-4,55.6%,27,71.7%,26.3%,4.5%,4.2%,63.7%,64.6%,48.8%,58.9%,39.1%,49.2%,0.95
Other Tours,72,31,41,43.1%,72-99,42.1%,805-906,47.0%,19-15,55.9%,69,74.6%,19.1%,5.4%,4.1%,61.8%,68.5%,51.0%,61.8%,35.9%,48.7%,0.94
Best of 5,29,12,17,41.4%,44-59,42.7%,493-533,48.1%,8-10,44.4%,29,76.1%,20.4%,5.0%,4.4%,62.0%,68.6%,49.3%,61.3%,36.4%,49.1%,0.94
Best of 3,104,47,57,45.2%,111-137,44.8%,1174-1284,47.8%,26-19,57.8%,101,73.9%,21.3%,5.1%,4.1%,62.4%,67.3%,50.6%,61.0%,36.9%,48.9%,0.95
Semi-finals,2,0,2,0.0%,1-4,20.0%,20-31,39.2%,1-1,50.0%,2,58.3%,20.0%,2.3%,6.3%,63.8%,56.8%,49.2%,54.0%,35.1%,45.2%,0.76
Quarter-finals,8,2,6,25.0%,6-12,33.3%,79-99,44.4%,0-2,0.0%,8,67.4%,23.3%,5.8%,5.4%,57.6%,69.0%,41.6%,57.4%,38.8%,47.6%,0.91
vs Righties,116,50,66,43.1%,136-172,44.2%,1468-1594,47.9%,31-27,53.4%,114,75.1%,20.8%,5.2%,4.3%,62.3%,68.0%,50.2%,61.3%,36.4%,49.0%,0.94
vs Lefties,17,9,8,52.9%,19-24,44.2%,199-223,47.2%,3-2,60.0%,16,70.3%,23.1%,4.3%,3.6%,61.9%,64.8%,50.1%,59.2%,39.1%,48.8%,0.96
vs Top 10,18,1,17,5.6%,9-40,18.4%,203-289,41.3%,1-10,9.1%,18,67.3%,16.9%,3.9%,4.0%,62.0%,62.4%,47.6%,56.8%,32.9%,45.7%,0.76
