Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,6,3,3,50.0%,9-7,56.3%,89-74,54.6%,1-4,20.0%,6,84.6%,27.5%,5.6%,4.3%,59.0%,74.3%,54.0%,66.0%,39.2%,52.2%,1.15,QF (Tenerife 2)
2024,6,5,1,83.3%,10-3,76.9%,76-55,58.0%,1-1,50.0%,6,90.9%,23.8%,3.9%,2.4%,63.2%,74.3%,59.2%,68.8%,37.5%,53.3%,1.20,W (Canberra)
2023,39,29,10,74.4%,57-30,65.5%,461-360,56.2%,3-4,42.9%,38,81.0%,31.3%,6.3%,5.8%,62.6%,72.4%,50.1%,64.0%,41.8%,52.8%,1.16,W (2x)
2022,16,12,4,75.0%,26-10,72.2%,204-151,57.5%,4-3,57.1%,16,81.4%,34.1%,7.2%,4.7%,61.2%,71.3%,53.4%,64.4%,44.1%,53.8%,1.24,W (Calgary)
2020,9,6,3,66.7%,12-10,54.5%,110-106,50.9%,2-1,66.7%,9,85.0%,16.0%,5.7%,4.4%,63.5%,71.2%,56.9%,66.0%,34.5%,50.4%,1.01,SF (Dallas)
2019,35,21,14,60.0%,45-30,60.0%,399-361,52.5%,10-6,62.5%,34,78.6%,26.1%,5.6%,4.3%,60.7%,69.7%,52.6%,63.0%,39.4%,51.1%,1.07,W (Ilkley)
2018,51,27,24,52.9%,60-60,50.0%,598-577,50.9%,7-12,36.8%,51,77.7%,25.1%,5.4%,5.1%,63.1%,69.0%,49.0%,61.6%,38.9%,50.2%,1.01,F (San Francisco)
2017,22,11,11,50.0%,23-29,44.2%,231-236,49.5%,2-1,66.7%,22,76.0%,23.7%,5.6%,6.1%,59.3%,68.5%,51.9%,61.8%,38.6%,50.0%,1.01,QF (4x)
2016,2,1,1,50.0%,2-2,50.0%,20-22,47.6%,1-0,100.0%,2,70.0%,23.8%,3.2%,6.5%,66.9%,59.2%,54.9%,57.8%,42.5%,50.3%,1.01,R16 (Columbus)
Career,186,115,71,61.8%,244-181,57.4%,2188-1942,53.0%,31-32,49.2%,184,79.7%,26.7%,5.7%,5.0%,61.9%,70.3%,51.6%,63.2%,39.8%,51.4%,1.08,
