Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Australian Open Q1,W vs Buse,1.1%,100.0%,7.5%,80.0%,6.6%,7.7%,66.7%,12.4%,18.5%,0.0%,-,-34,7
2024 Olympics R16,L vs Djokovic,0.0%,-,13.0%,60.0%,10.6%,38.9%,0.0%,8.2%,13.3%,1.4%,0.0%,-29,-18
2024 Halle R16,L vs Fils,6.1%,100.0%,7.3%,77.8%,7.4%,8.7%,0.0%,2.3%,0.0%,0.0%,-,-54,-76
2024 Stuttgart R16,L vs Musetti,4.4%,100.0%,18.0%,78.6%,13.2%,15.8%,8.7%,7.7%,11.8%,1.6%,28.6%,-18,-4
2023 US Open R128,L vs Alcaraz,0.0%,-,11.4%,90.0%,19.2%,26.7%,7.7%,11.4%,22.2%,0.8%,100.0%,78,15
2021 Paris R16,L vs Hurkacz,3.1%,100.0%,13.2%,60.0%,9.8%,25.9%,0.0%,9.4%,16.7%,0.7%,50.0%,2,-3
2021 Roland Garros R32,L vs Federer,0.0%,-,10.3%,57.6%,11.1%,18.2%,11.5%,9.1%,16.7%,0.7%,0.0%,-38,-45
2020 Rome R16,W vs Musetti,2.0%,100.0%,19.4%,84.2%,17.8%,40.0%,11.1%,10.2%,15.4%,0.7%,0.0%,60,50
2020 Australian Open R128,L vs Martinez,9.0%,62.5%,19.8%,63.2%,11.1%,22.6%,14.3%,9.2%,14.3%,0.3%,100.0%,-40,-37
2019 Zhuhai R32,L vs Zhang,1.8%,100.0%,12.4%,80.0%,21.3%,30.8%,0.0%,11.1%,20.0%,1.1%,0.0%,8,-15
2019 US Open R64,W vs Opelka,0.0%,-,8.9%,75.0%,14.9%,25.6%,16.7%,7.5%,27.3%,0.9%,100.0%,-8,-3
2019 Dallas CH QF,L vs Opelka,0.0%,-,6.0%,85.7%,11.2%,10.3%,20.0%,8.0%,14.3%,0.3%,0.0%,-37,-52
2018 Houston CH QF,W vs Karlovic,12.5%,100.0%,21.5%,85.0%,38.2%,44.4%,20.0%,28.0%,66.7%,0.0%,-,95,37
2018 San Francisco CH F,L vs Jung,4.3%,50.0%,17.5%,72.2%,14.5%,27.5%,7.1%,7.0%,6.9%,0.0%,-,11,11
Career (14 matches),,2.7%,84.4%,12.8%,72.7%,12.9%,21.4%,9.6%,9.1%,16.4%,0.6%,32.0%,-13,-15
