Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Australian Open Q1,W vs Buse,73.1%,50.0%,0.0%,0/0,1.99,9.4%,68.4%,44.2%,0.0%,1.81,13.8%,88.9%,62.5%,0.0%,2.21,4.2%
2024 Olympics R16,L vs Djokovic,71.4%,35.0%,3.6%,1/1,2.17,4.9%,58.3%,23.8%,0.0%,2.07,7.4%,95.0%,47.4%,10.0%,2.36,0.0%
2024 Halle R16,L vs Fils,67.6%,43.8%,1.4%,1/0,-,32.3%,62.9%,31.8%,0.0%,-,56.3%,76.5%,53.8%,2.9%,-,6.7%
2024 Stuttgart R16,L vs Musetti,71.8%,41.7%,1.7%,1/1,2.16,32.5%,72.2%,33.3%,0.0%,2.16,43.8%,75.0%,59.3%,5.6%,2.16,15.6%
2023 US Open R128,L vs Alcaraz,60.6%,35.0%,9.1%,3/0,2.09,18.2%,50.0%,33.3%,8.3%,1.91,24.1%,88.9%,37.5%,11.1%,2.46,6.7%
2021 Paris R16,L vs Hurkacz,64.0%,47.4%,0.0%,0/0,2.49,10.5%,59.6%,47.1%,0.0%,2.43,14.8%,79.3%,47.8%,0.0%,2.61,0.0%
2021 Roland Garros R32,L vs Federer,78.5%,44.4%,1.3%,0/2,2.31,25.4%,75.0%,42.7%,1.0%,2.40,33.8%,87.5%,46.9%,1.8%,2.18,13.7%
2020 Rome R16,W vs Musetti,78.3%,55.6%,0.0%,0/0,2.41,40.5%,77.8%,47.6%,0.0%,2.55,68.4%,88.2%,66.7%,0.0%,2.25,11.1%
2020 Australian Open R128,L vs Martinez,86.0%,32.5%,5.4%,3/2,2.20,22.4%,86.7%,30.8%,5.0%,2.20,32.1%,93.3%,35.7%,6.7%,2.20,0.0%
2019 Zhuhai R32,L vs Zhang,71.0%,45.5%,4.8%,3/0,2.53,8.7%,69.2%,44.4%,7.7%,2.46,14.3%,73.9%,47.1%,0.0%,2.64,0.0%
2019 US Open R64,W vs Opelka,60.2%,64.6%,0.0%,0/0,2.25,5.1%,47.1%,53.1%,0.0%,2.33,6.7%,84.6%,75.8%,0.0%,2.13,2.9%
2019 Dallas CH QF,L vs Opelka,52.3%,49.1%,0.9%,0/1,2.17,4.8%,45.6%,51.6%,0.0%,2.13,5.9%,78.8%,46.2%,3.0%,2.25,3.1%
2018 Houston CH QF,W vs Karlovic,62.2%,53.6%,2.2%,1/0,2.01,76.3%,68.0%,41.2%,0.0%,1.94,85.7%,64.7%,72.7%,5.9%,2.20,50.0%
2018 San Francisco CH F,L vs Jung,82.1%,49.4%,0.9%,0/1,2.18,48.6%,83.8%,43.9%,1.5%,2.13,59.1%,85.7%,60.0%,0.0%,2.25,32.1%
Career (14 matches),,70.7%,46.2%,1.8%,61.9%,2.24,22.6%,66.9%,41.0%,1.3%,2.22,30.4%,83.0%,54.2%,2.7%,2.27,9.8%
