Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,19,5,14,26.3%,13-28,31.7%,145-219,39.8%,3-0,100.0%,18,57.1%,25.4%,3.3%,5.3%,60.8%,62.3%,37.8%,52.7%,40.0%,46.4%,0.85
Clay,30,14,16,46.7%,32-37,46.4%,312-320,49.4%,7-4,63.6%,30,60.9%,37.6%,2.9%,5.3%,59.2%,62.0%,44.4%,54.8%,44.7%,49.6%,0.99
Grass,5,1,4,20.0%,3-8,27.3%,42-63,40.0%,1-1,50.0%,5,58.5%,21.2%,2.8%,3.7%,71.8%,58.4%,42.0%,53.8%,37.8%,46.0%,0.82
Grand Slams,11,1,10,9.1%,5-20,20.0%,90-145,38.3%,2-2,50.0%,11,50.4%,26.3%,2.5%,4.6%,68.1%,57.2%,36.7%,50.6%,39.6%,45.1%,0.80
Premiers,2,0,2,0.0%,0-4,0.0%,10-24,29.4%,0-0,-,2,33.3%,25.0%,3.2%,4.8%,69.0%,50.6%,30.8%,44.4%,39.4%,42.2%,0.71
Internationals,29,11,18,37.9%,25-38,39.7%,261-323,44.7%,5-2,71.4%,29,60.9%,29.2%,3.1%,5.6%,59.5%,62.5%,42.0%,54.2%,41.7%,47.8%,0.91
Finals,1,0,1,0.0%,1-2,33.3%,11-18,37.9%,1-0,100.0%,1,42.9%,28.6%,2.1%,2.1%,59.4%,56.1%,38.5%,49.0%,42.7%,45.7%,0.84
Semi-finals,1,1,0,100.0%,2-1,66.7%,19-16,54.3%,1-1,50.0%,1,68.8%,41.2%,1.8%,3.5%,61.1%,63.8%,54.5%,60.2%,45.2%,52.6%,1.14
Quarter-finals,4,1,3,25.0%,2-6,25.0%,34-43,44.2%,1-0,100.0%,4,62.2%,25.6%,1.2%,5.2%,49.6%,63.2%,48.8%,56.0%,38.0%,47.0%,0.86
vs Righties,46,16,30,34.8%,39-64,37.9%,418-529,44.1%,11-5,68.8%,45,57.9%,31.2%,2.7%,5.3%,61.5%,60.7%,41.9%,53.4%,42.2%,47.7%,0.91
vs Lefties,5,1,4,20.0%,3-9,25.0%,45-59,43.3%,0-0,-,5,60.8%,26.4%,4.4%,4.7%,60.1%,63.6%,40.1%,54.2%,39.6%,47.0%,0.87
vs Top 10,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,0.0%,5.4%,76.8%,51.2%,38.5%,48.2%,23.3%,37.4%,0.45
