Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Cali 125 R32,W vs Vergara Rivera,43% (6/14),60% (6/10),2/3,1/2,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2025 Sao Paulo R16,W vs Candiotto,88% (7/8),38% (5/13),2/6,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2025 Sao Paulo R32,W vs Rogers,58% (7/12),63% (5/8),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2024 Wimbledon R128,L vs Kalinskaya,71% (5/7),0% (0/6),0/0,0/0,63% (5/8),1/3,1/2,- (0/0),- (0/0)
2023 US Open R128,L vs Tomljanovic,47% (7/15),63% (5/8),1/3,0/0,22% (2/9),0/2,0/1,- (0/0),- (0/0)
2023 Wimbledon R128,L vs Sabalenka,50% (4/8),0% (0/2),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2023 Roland Garros R128,L vs Shymanovich,33% (3/9),88% (7/8),1/3,0/0,35% (6/17),2/4,0/1,57% (4/7),57% (4/7)
2022 Wimbledon R64,L vs Mertens,44% (12/27),31% (5/16),1/7,0/2,75% (15/20),1/3,1/2,50% (3/6),33% (2/6)
2022 Wimbledon R128,W vs Zidansek,80% (8/10),44% (4/9),2/5,1/2,0% (0/3),0/0,0/0,100% (4/4),75% (3/4)
2022 Roland Garros R128,L vs Contreras Gomez,33% (6/18),50% (3/6),0/2,0/0,50% (4/8),5/7,4/5,56% (5/9),33% (3/9)
2021 Montevideo F,L vs Parry,36% (4/11),25% (1/4),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2021 W25 The Hague F,L vs Lemoine,44% (4/9),29% (4/14),0/0,0/0,22% (2/9),0/2,0/1,- (0/0),- (0/0)
2019 W80 Palm Harbor FL SF,L vs Krejcikova,63% (5/8),50% (2/4),0/0,0/0,58% (7/12),5/7,5/6,- (0/0),- (0/0)
2019 W80 Palm Harbor FL QF,W vs Nara,57% (8/14),100% (4/4),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 W80 Palm Harbor FL R16,W vs Paquet,55% (6/11),67% (6/9),2/2,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2019 W80 Palm Harbor FL R32,W vs Nefedova,53% (8/15),57% (4/7),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2018 Budapest R32,L vs Vekic,100% (5/5),100% (1/1),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2017 Solapur $15K QF,L vs Murray,82% (9/11),20% (1/5),0/0,0/0,50% (2/4),0/2,0/1,20% (1/5),40% (2/5)
2017 Solapur $15K R16,W vs Wu,67% (10/15),86% (6/7),2/2,1/1,50% (2/4),1/2,0/0,- (0/0),- (0/0)
2017 Valencia $25K R32,L vs Danilovic,44% (4/9),33% (2/6),0/0,0/0,17% (1/6),1/3,0/1,- (0/0),- (0/0)
2025 (3 matches),,58.8%,51.6%,54.5%,75.0%,53.8%,-,-,-,-
2024 (1 matches),,71.4%,0.0%,-,-,62.5%,33.3%,50.0%,-,-
2023 (3 matches),,43.8%,66.7%,33.3%,-,33.3%,33.3%,0.0%,57.1%,57.1%
2022 (3 matches),,47.3%,38.7%,21.4%,25.0%,61.3%,60.0%,71.4%,63.2%,42.1%
2021 (2 matches),,40.0%,27.8%,-,-,25.0%,0.0%,0.0%,-,-
Career (62 matches),,54.7%,48.8%,47.5%,52.3%,50.9%,46.7%,41.7%,60.2%,43.4%
