Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Cali R32,W vs Vergara Rivera,22.8%,28.1%,53.8%,28.0%,36.0%,55.6%,33.3%,68.8%,100.0%,22.2%,25.9%,52.4%,33.3%,80.0%,100.0%,85
2025 Sao Paulo R16,W vs Candiotto,34.7%,40.8%,51.7%,42.3%,50.0%,80.0%,25.0%,80.0%,100.0%,30.0%,35.0%,21.4%,50.0%,75.0%,100.0%,6
2025 Sao Paulo R32,W vs Rogers,35.4%,45.8%,45.2%,42.9%,57.1%,43.8%,64.3%,64.3%,50.0%,25.0%,30.0%,46.7%,14.3%,69.2%,100.0%,-104
2024 Wimbledon R128,L vs Kalinskaya,33.3%,39.6%,37.9%,42.9%,53.6%,56.3%,53.8%,46.7%,50.0%,23.5%,23.5%,15.4%,44.4%,0.0%,-,77
2023 Wimbledon R128,L vs Sabalenka,25.0%,28.6%,33.3%,26.2%,31.0%,35.5%,50.0%,38.9%,20.0%,27.3%,27.3%,25.0%,33.3%,25.0%,0.0%,128
2023 Roland Garros R128,L vs Shymanovich,10.8%,12.9%,35.4%,14.3%,16.1%,37.5%,28.0%,74.2%,71.4%,6.1%,9.1%,32.3%,7.1%,57.9%,100.0%,-56
2022 Wimbledon R64,L vs Mertens,13.4%,26.1%,50.8%,14.5%,29.1%,52.1%,57.8%,38.5%,33.3%,10.3%,17.2%,46.2%,17.6%,50.0%,100.0%,-11
2022 Roland Garros R128,L vs Contreras Gomez,11.0%,24.2%,53.4%,13.2%,26.4%,52.2%,33.3%,37.9%,66.7%,10.0%,26.7%,55.6%,23.1%,35.3%,66.7%,-28
2021 ITF Brasilia F,W vs Avanesyan,10.1%,20.3%,53.7%,15.4%,28.2%,51.5%,61.9%,38.9%,66.7%,8.7%,21.7%,57.1%,20.0%,53.8%,100.0%,-36
2021 Montevideo F,L vs Parry,20.0%,28.3%,40.0%,32.4%,44.1%,43.5%,41.2%,58.8%,25.0%,4.3%,8.7%,36.4%,22.2%,35.7%,0.0%,-74
2021 ITF The Hague F,L vs Lemoine,15.2%,21.2%,42.6%,21.6%,29.7%,51.7%,60.0%,17.6%,0.0%,10.0%,15.0%,27.8%,50.0%,40.0%,0.0%,-39
Last 52 Weeks (3 matches),,30.5%,37.7%,50.5%,38.0%,48.1%,59.2%,41.0%,70.0%,75.0%,25.4%,29.9%,42.0%,33.3%,75.0%,100.0%,10
Career (11 matches),,18.5%,26.7%,46.0%,22.8%,33.1%,49.3%,47.4%,48.4%,42.9%,14.6%,20.9%,40.3%,26.8%,50.4%,76.5%,24
