Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Despina Papamichail [GRE],4,2,66.7%,1,0,1,0.0%,2018,2025,3,0.95,3.3%,2.9%,58.6%,60.2%,50.6%,56.2%,41.4%,60.7%,50.0%
6,Carolina Alves [BRA],5,1,83.3%,2,2,0,100.0%,2021,2025,3,1.64,3.7%,6.8%,54.7%,68.2%,58.9%,64.0%,59.1%,66.7%,64.0%
6,Veronika Erjavec [SLO],4,2,66.7%,1,0,1,0.0%,2023,2025,5,1.15,2.3%,4.0%,53.0%,70.4%,54.6%,63.0%,42.7%,67.9%,35.6%
6,Ana Bogdan [ROU],0,6,0.0%,0,0,0,-,2017,2023,5,0.75,2.3%,6.2%,58.6%,52.9%,36.1%,45.9%,40.6%,47.6%,50.0%
5,Varvara Lepchenko [USA],3,2,60.0%,1,1,0,100.0%,2019,2025,4,1.02,1.4%,6.2%,55.1%,62.5%,44.4%,54.3%,46.7%,51.5%,34.0%
5,Laura Pigossi [BRA],5,0,100.0%,3,3,0,100.0%,2021,2025,3,1.25,4.7%,7.3%,49.1%,72.2%,48.7%,60.3%,49.6%,43.5%,63.0%
5,Renata Zarazua [MEX],3,2,60.0%,4,4,0,100.0%,2019,2024,2,0.89,1.4%,2.8%,63.2%,56.0%,43.4%,51.4%,43.3%,41.2%,33.3%
4,Katarzyna Kawa [POL],1,3,25.0%,1,1,0,100.0%,2018,2026,2,1.05,2.3%,5.3%,51.9%,72.1%,38.1%,55.7%,46.4%,30.8%,34.5%
4,Emiliana Arango [COL],3,1,75.0%,5,3,2,60.0%,2021,2026,2,1.07,1.3%,3.5%,57.9%,60.6%,50.0%,56.1%,46.9%,52.0%,66.7%
4,Dalma Galfi [HUN],1,3,25.0%,1,0,1,0.0%,2018,2025,3,0.75,2.1%,2.1%,50.3%,61.9%,51.0%,56.5%,32.5%,52.4%,9.1%
4,Paula Ormaechea [ARG],1,3,25.0%,0,0,0,-,2019,2025,1,1.65,8.2%,8.2%,36.7%,77.8%,48.4%,59.2%,67.5%,40.0%,85.7%
4,Julia Grabher [AUT],1,3,25.0%,1,1,0,100.0%,2018,2025,2,0.81,1.4%,5.5%,66.9%,57.7%,43.8%,53.1%,37.8%,50.0%,28.6%
4,Camila Osorio [COL],1,3,25.0%,0,0,0,-,2021,2024,3,0.95,5.2%,7.7%,57.2%,63.1%,38.6%,52.6%,45.0%,35.0%,42.9%
4,Tamara Zidansek [SLO],2,2,50.0%,2,2,0,100.0%,2017,2024,2,1.10,2.5%,3.7%,64.2%,61.5%,55.2%,59.3%,45.0%,47.1%,38.5%
4,Valentini Grammatikopoulou [GRE],4,0,100.0%,0,0,0,-,2021,2024,2,1.48,1.9%,1.9%,51.4%,72.7%,61.5%,67.3%,48.4%,50.0%,40.0%
