Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Cali 125 R32,W vs Vergara Rivera,14,30,0.5,12.4%,26.5%,12,25,0.5,11.5%,24.0%,7.7%,3.8%,0.1,1.8%,25.7%
2025 Sao Paulo R16,W vs Candiotto,12,15,0.8,11.1%,13.9%,9,13,0.7,9.0%,13.0%,5.0%,3.0%,0.3,7.4%,27.8%
2025 Sao Paulo R32,W vs Rogers,19,19,1.0,17.4%,17.4%,15,19,0.8,14.9%,18.8%,6.9%,6.9%,0.7,11.9%,18.3%
2024 Wimbledon R128,L vs Kalinskaya,13,21,0.6,12.4%,20.0%,8,18,0.4,8.9%,20.0%,6.7%,2.2%,1.2,20.0%,17.1%
2023 US Open R128,L vs Tomljanovic,26,42,0.6,15.8%,25.5%,26,40,0.7,16.8%,25.8%,9.7%,6.5%,0.4,7.3%,20.0%
2023 Wimbledon R128,L vs Sabalenka,4,13,0.3,4.0%,13.1%,4,10,0.4,4.7%,11.6%,3.5%,1.2%,1.5,29.3%,19.2%
2023 Roland Garros R128,L vs Shymanovich,19,37,0.5,10.2%,19.9%,19,33,0.6,10.4%,18.1%,6.6%,3.8%,0.7,16.1%,23.7%
2022 Wimbledon R64,L vs Mertens,55,63,0.9,20.8%,23.8%,51,60,0.9,20.8%,24.5%,15.1%,5.7%,0.5,10.2%,18.9%
2022 Wimbledon R128,W vs Zidansek,17,24,0.7,12.6%,17.8%,17,21,0.8,13.2%,16.3%,7.8%,5.4%,0.5,11.9%,25.9%
2022 Roland Garros R128,L vs Contreras Gomez,33,46,0.7,19.4%,27.1%,29,38,0.8,19.2%,25.2%,11.9%,7.3%,0.9,11.8%,13.5%
2021 W60 Brasilia F,W vs Avanesyan,24,41,0.6,19.5%,33.3%,22,36,0.6,19.1%,31.3%,8.7%,10.4%,0.3,5.7%,20.3%
2021 Montevideo F,L vs Parry,12,30,0.4,10.7%,26.8%,9,27,0.3,9.3%,27.8%,3.1%,6.2%,0.7,13.4%,18.8%
2021 W25 The Hague F,L vs Lemoine,28,32,0.9,18.7%,21.3%,26,23,1.1,19.3%,17.0%,9.6%,9.6%,0.9,15.3%,16.7%
Career (13 matches),,276,413,0.7,15.0%,22.4%,247,363,0.7,14.6%,21.5%,8.7%,5.7%,0.6,12.1%,20.2%
