Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,6,3,3,50.0%,7-6,53.8%,69-64,51.9%,2-1,66.7%,6,53.8%,49.2%,4.2%,4.4%,62.4%,53.7%,49.1%,52.0%,49.2%,50.5%,1.02,QF (Antalya 125 2)
2025,63,40,23,63.5%,89-51,63.6%,729-604,54.7%,12-7,63.2%,61,70.0%,37.9%,3.6%,4.6%,51.6%,66.7%,48.9%,58.1%,45.1%,51.6%,1.08,W (2x)
2024,52,30,22,57.7%,67-54,55.4%,562-516,52.1%,5-5,50.0%,17,65.6%,39.6%,2.2%,4.6%,53.3%,64.0%,48.2%,56.6%,46.2%,51.5%,1.06,F (2x)
2023,39,20,19,51.3%,46-45,50.5%,426-411,50.9%,4-5,44.4%,11,61.4%,37.4%,3.0%,4.9%,63.3%,57.9%,48.1%,54.3%,44.3%,49.2%,0.97,F (3x)
2022,51,37,14,72.5%,80-34,70.2%,609-459,57.0%,10-4,71.4%,27,68.6%,44.2%,2.8%,3.8%,60.2%,63.1%,49.1%,57.5%,48.2%,52.9%,1.14,W (3x)
2021,74,57,17,77.0%,119-50,70.4%,882-586,60.1%,4-6,40.0%,10,65.5%,46.2%,4.2%,6.8%,53.8%,66.7%,46.8%,57.5%,48.6%,53.1%,1.14,W (5x)
2020,8,4,4,50.0%,9-10,47.4%,86-91,48.6%,0-2,0.0%,1,66.7%,33.3%,1.1%,3.2%,58.1%,64.8%,43.6%,55.9%,43.4%,49.5%,0.99,
2019,19,11,8,57.9%,23-19,54.8%,198-191,50.9%,2-0,100.0%,0,,,,,,,,,,,,F (W25 Naples FL)
2018,29,12,17,41.4%,29-35,45.3%,284-309,47.9%,5-5,50.0%,0,,,,,,,,,,,,SF (Baja $25K)
2017,53,34,19,64.2%,72-48,60.0%,613-518,54.2%,7-6,53.8%,0,,,,,,,,,,,,W (3x)
2016,16,9,7,56.3%,20-17,54.1%,171-166,50.7%,1-1,50.0%,0,,,,,,,,,,,,W (Casablanca $10K)
Career,410,257,153,62.7%,561-369,60.3%,4629-3915,54.2%,52-42,55.3%,133,67.3%,40.5%,3.3%,4.6%,55.2%,64.1%,48.6%,57.1%,46.3%,51.7%,1.08,
