Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Wimbledon R128,W vs Rune,60.7%,47.3%,5.3%,2/6,2.32,3.1%,56.0%,41.2%,5.5%,2.34,0.0%,80.0%,55.0%,6.0%,2.30,6.7%
2025 Roland Garros R128,L vs Fils,63.5%,40.0%,2.4%,1/2,2.23,11.4%,57.8%,41.7%,2.4%,2.02,17.6%,78.0%,37.5%,2.4%,2.55,0.0%
2025 Buenos Aires R32,L vs Schwartzman,70.2%,42.5%,0.9%,0/1,2.35,4.9%,72.4%,41.8%,0.0%,2.24,8.6%,73.5%,44.0%,2.9%,2.50,0.0%
2025 Australian Open R128,L vs Sinner,59.4%,36.7%,1.0%,1/0,1.75,6.8%,50.0%,34.5%,1.7%,1.77,9.8%,73.8%,38.7%,0.0%,1.72,0.0%
2025 Brisbane QF,L vs Lehecka,51.5%,55.9%,3.0%,1/1,1.99,26.3%,38.5%,53.3%,2.6%,1.89,42.9%,76.0%,57.9%,4.0%,2.09,5.9%
2024 Paris R32,L vs Alcaraz,53.3%,59.4%,8.3%,3/2,1.96,30.8%,40.5%,58.8%,2.4%,1.75,40.0%,83.3%,60.0%,22.2%,2.18,21.1%
2024 Beijing R32,L vs Sinner,57.6%,36.8%,4.5%,3/0,2.08,0.0%,57.8%,30.8%,2.2%,1.90,0.0%,60.0%,50.0%,10.0%,2.25,0.0%
2024 Chengdu QF,L vs Kachmazov,62.5%,40.0%,5.4%,1/2,2.10,13.3%,40.9%,11.1%,0.0%,2.04,30.8%,76.5%,50.0%,8.8%,2.15,0.0%
2024 Rome F,L vs Zverev,53.1%,15.4%,4.1%,1/1,2.23,1.9%,46.2%,11.1%,0.0%,2.24,3.1%,88.9%,25.0%,22.2%,2.21,0.0%
2024 Rome SF,W vs Paul,71.6%,44.4%,12.5%,1/10,2.12,30.6%,70.9%,46.2%,9.1%,2.24,44.0%,77.4%,41.7%,19.4%,1.94,11.4%
2024 Rome QF,W vs Tsitsipas,65.0%,44.8%,0.0%,0/0,2.38,8.6%,62.0%,45.5%,0.0%,2.33,13.6%,92.0%,43.5%,0.0%,2.44,0.0%
2024 Rome R16,W vs Muller,78.4%,51.7%,10.8%,3/5,-,21.6%,76.1%,54.3%,8.7%,-,30.0%,88.5%,47.8%,15.4%,-,11.8%
2024 Miami QF,L vs Medvedev,57.8%,37.8%,0.0%,0/0,-,11.1%,55.6%,36.0%,0.0%,-,22.7%,75.0%,41.7%,0.0%,-,0.0%
2024 Miami R16,W vs Ruud,57.4%,61.5%,1.5%,0/1,-,34.1%,52.1%,60.0%,2.1%,-,57.7%,73.7%,64.3%,0.0%,-,0.0%
2024 Buenos Aires F,L vs Diaz Acosta,72.9%,37.3%,5.7%,2/2,2.20,11.6%,76.9%,35.0%,5.8%,2.00,17.2%,68.8%,45.5%,6.3%,2.57,0.0%
2024 Buenos Aires SF,W vs Alcaraz,63.3%,50.0%,3.3%,0/2,-,36.0%,67.5%,44.4%,2.5%,-,51.6%,61.1%,63.6%,5.6%,-,10.5%
2023 Paris R32,L vs Bublik,47.0%,35.9%,2.4%,0/2,-,44.7%,34.8%,37.5%,0.0%,-,60.7%,79.3%,34.8%,6.9%,-,21.1%
2023 Basel R16,L vs Humbert,65.8%,30.0%,0.0%,0/0,-,31.4%,61.5%,21.9%,0.0%,-,46.4%,75.0%,44.4%,0.0%,-,13.0%
2023 Shanghai QF,L vs Dimitrov,50.0%,35.5%,0.0%,0/0,-,66.7%,38.1%,25.0%,0.0%,-,66.7%,83.3%,46.7%,0.0%,-,66.7%
2023 Shanghai R32,W vs Sonego,70.3%,48.9%,3.1%,0/2,-,16.2%,71.7%,54.5%,2.2%,-,31.3%,70.6%,33.3%,5.9%,-,4.8%
Career (64 matches),,62.2%,47.5%,3.0%,39.9%,2.18,21.5%,59.1%,44.0%,2.1%,2.11,30.0%,76.3%,52.6%,5.0%,2.29,9.2%
