Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,98,39,59,39.8%,111-146,43.2%,1284-1375,48.3%,29-41,41.4%,96,83.9%,13.3%,12.7%,3.0%,63.5%,75.9%,50.4%,66.6%,31.7%,49.3%,0.95
Clay,133,74,59,55.6%,182-159,53.4%,1761-1715,50.7%,45-37,54.9%,126,83.2%,16.9%,9.2%,3.2%,63.7%,73.0%,53.4%,65.9%,34.9%,50.3%,1.02
Grass,24,12,12,50.0%,38-38,50.0%,387-399,49.2%,10-5,66.7%,24,85.7%,12.8%,15.0%,3.5%,65.1%,75.3%,52.9%,67.5%,33.4%,50.0%,1.03
Grand Slams,36,13,23,36.1%,59-80,42.4%,674-729,48.0%,12-17,41.4%,36,84.0%,12.5%,13.0%,3.2%,65.2%,74.4%,50.8%,66.2%,32.5%,49.4%,0.96
Masters,48,22,26,45.8%,52-61,46.0%,565-595,48.7%,13-13,50.0%,47,83.2%,14.3%,10.6%,3.3%,62.7%,74.8%,50.3%,65.7%,32.6%,49.3%,0.95
Other Tours,145,75,70,51.7%,182-174,51.1%,1856-1861,49.9%,54-50,51.9%,143,83.8%,15.9%,10.7%,3.3%,63.5%,74.0%,53.3%,66.5%,34.0%,50.1%,1.01
Best of 5,39,14,25,35.9%,64-87,42.4%,729-792,47.9%,13-19,40.6%,38,83.9%,12.1%,12.8%,3.2%,65.2%,74.3%,50.6%,66.0%,32.1%,49.2%,0.95
Best of 3,216,111,105,51.4%,267-256,51.1%,2703-2697,50.1%,71-64,52.6%,208,83.7%,15.9%,10.8%,3.1%,63.4%,74.4%,52.7%,66.4%,33.9%,50.1%,1.01
Finals,7,3,4,42.9%,8-9,47.1%,87-86,50.3%,3-2,60.0%,7,85.7%,14.3%,7.5%,2.9%,64.9%,74.6%,51.0%,66.3%,32.2%,49.7%,0.96
Semi-finals,11,7,4,63.6%,17-11,60.7%,147-135,52.1%,5-2,71.4%,11,82.3%,19.4%,10.2%,3.2%,66.4%,71.9%,52.2%,65.3%,35.9%,51.0%,1.03
Quarter-finals,26,11,15,42.3%,27-35,43.5%,311-337,48.0%,7-10,41.2%,26,83.7%,13.2%,10.7%,2.6%,64.5%,73.0%,52.1%,65.6%,33.1%,49.2%,0.96
vs Righties,215,99,116,46.0%,270-298,47.5%,2859-2949,49.2%,68-66,50.7%,206,82.8%,15.1%,10.9%,3.2%,63.5%,73.9%,51.9%,65.9%,33.7%,49.8%,0.99
vs Lefties,37,23,14,62.2%,54-45,54.5%,529-516,50.6%,15-17,46.9%,37,87.9%,13.8%,12.7%,3.2%,65.2%,76.0%,53.9%,68.3%,31.9%,50.2%,1.01
vs Top 10,27,11,16,40.7%,31-43,41.9%,353-419,45.7%,12-7,63.2%,27,79.9%,11.3%,10.2%,2.7%,65.8%,72.2%,49.3%,64.4%,31.8%,48.2%,0.89
