Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,11,4,7,36.4%,10,3,7,30.0%,2015,2026,R64,11,0.89,11.0%,2.9%,65.5%,75.0%,51.2%,66.8%,29.5%,66.7%,50.0%
Roland Garros,8,Clay,16,8,8,50.0%,8,4,4,50.0%,2015,2025,R16,13,0.96,9.1%,2.6%,65.8%,69.5%,52.7%,63.8%,34.8%,65.6%,35.1%
Wimbledon,7,Grass,19,12,7,63.2%,10,7,3,70.0%,2015,2025,R16,15,1.10,17.1%,3.5%,66.5%,77.2%,51.8%,68.7%,34.3%,70.0%,31.7%
US Open,8,Hard,15,7,8,46.7%,10,5,5,50.0%,2015,2025,R32,12,1.01,15.0%,3.5%,63.3%,77.1%,48.4%,66.6%,33.9%,66.3%,34.9%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2024,2024,R64,1,0.62,4.2%,1.4%,57.7%,58.5%,53.3%,56.3%,27.3%,60.0%,50.0%
Davis Cup,10,,26,15,11,57.7%,8,5,3,62.5%,2013,2024,,20,1.08,12.0%,1.9%,64.7%,75.8%,52.9%,67.7%,34.9%,56.8%,40.4%
Indian Wells Masters,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2019,2026,R64,4,0.80,10.9%,5.3%,59.4%,72.3%,45.1%,61.3%,30.9%,65.7%,36.4%
Santiago,7,Clay,12,6,6,50.0%,13,6,7,46.2%,2013,2026,W,12,0.99,10.5%,3.5%,63.7%,72.9%,54.8%,66.3%,33.4%,56.9%,41.1%
Rio de Janeiro,5,Clay,9,4,5,44.4%,9,4,5,44.4%,2016,2026,SF,9,1.03,8.2%,3.2%,63.8%,69.4%,56.5%,64.7%,36.2%,55.1%,32.8%
Winston-Salem,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2018,2025,QF,5,1.00,14.8%,3.6%,55.7%,77.6%,45.2%,63.3%,36.7%,58.6%,46.2%
Cincinnati Masters,3,Hard,4,1,3,25.0%,2,0,2,0.0%,2023,2025,R32,3,1.12,12.6%,5.7%,60.3%,76.6%,55.8%,68.3%,35.3%,57.1%,45.0%
Kitzbuhel,3,Clay,6,3,3,50.0%,5,2,3,40.0%,2018,2025,SF,6,1.00,9.7%,3.3%,64.6%,75.9%,53.9%,68.1%,31.9%,70.4%,31.4%
