Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,1-2,33.3%,12-17,41.4%,0-0,-,1,64.3%,20.0%,4.5%,3.4%,68.5%,60.7%,50.0%,57.3%,34.9%,46.3%,0.82,R32 (Santiago)
2025,24,7,17,29.2%,28-43,39.4%,354-386,47.8%,7-12,36.8%,24,85.4%,11.8%,12.6%,4.1%,63.8%,74.6%,53.4%,66.9%,33.3%,49.7%,1.00,R16 (4x)
2024,45,21,24,46.7%,53-63,45.7%,577-612,48.5%,13-13,50.0%,45,82.4%,14.6%,11.0%,2.8%,63.1%,75.0%,50.4%,65.9%,33.3%,49.5%,0.98,F (2x)
2023,59,39,20,66.1%,93-59,61.2%,822-728,53.0%,20-13,60.6%,56,87.6%,17.6%,11.0%,2.5%,65.4%,76.7%,53.5%,68.7%,35.1%,51.5%,1.12,W (2x)
2022,14,5,9,35.7%,14-21,40.0%,176-187,48.5%,5-7,41.7%,12,86.3%,7.1%,16.3%,2.7%,64.8%,80.8%,49.2%,69.7%,28.1%,48.8%,0.93,QF (Gstaad)
2021,4,1,3,25.0%,4-7,36.4%,56-67,45.5%,3-2,60.0%,4,79.7%,11.9%,13.7%,6.7%,61.3%,73.7%,50.7%,64.8%,33.1%,48.4%,0.94,R16 (Cordoba)
2020,3,0,3,0.0%,1-6,14.3%,29-43,40.3%,1-1,50.0%,3,68.6%,11.4%,10.8%,2.6%,66.2%,64.7%,46.2%,58.4%,33.3%,46.1%,0.80,
2019,38,18,20,47.4%,46-50,47.9%,477-504,48.6%,13-11,54.2%,38,81.7%,15.4%,10.7%,3.3%,62.4%,72.2%,51.9%,64.6%,33.1%,49.3%,0.93,W (Bastad)
2018,52,29,23,55.8%,74-66,52.9%,728-723,50.2%,21-18,53.8%,51,83.5%,16.5%,10.7%,3.3%,63.9%,73.5%,53.3%,66.2%,33.8%,50.1%,1.00,F (Sao Paulo)
2017,5,2,3,40.0%,7-9,43.8%,76-80,48.7%,0-3,0.0%,5,80.5%,17.1%,9.2%,3.2%,61.2%,70.2%,49.3%,62.1%,35.8%,49.7%,0.95,
2016,4,0,4,0.0%,1-10,9.1%,46-69,40.0%,0-3,0.0%,4,70.9%,12.3%,7.2%,2.2%,67.2%,67.2%,46.2%,60.3%,30.3%,45.5%,0.76,
2015,5,3,2,60.0%,9-6,60.0%,75-67,52.8%,1-0,100.0%,3,85.7%,9.5%,13.8%,5.4%,58.8%,72.5%,60.7%,67.7%,31.1%,49.6%,0.96,R16 (Quito)
2013,1,0,1,0.0%,0-1,0.0%,4-6,40.0%,0-0,-,0,,,,,,,,,,,,
Career,255,125,130,49.0%,331-343,49.1%,3432-3489,49.6%,84-83,50.3%,246,83.8%,15.0%,11.2%,3.2%,63.8%,74.4%,52.2%,66.4%,33.5%,49.9%,1.00,
