Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,3,0,3,0.0%,1-7,12.5%,36-45,44.4%,0-2,0.0%,3,79.5%,12.5%,16.9%,4.6%,62.4%,74.3%,49.4%,65.0%,33.8%,48.6%,0.97
Clay,11,2,9,18.2%,10-19,34.5%,131-159,45.2%,2-2,50.0%,11,78.6%,13.0%,6.9%,3.8%,63.3%,68.5%,50.3%,61.8%,34.1%,48.3%,0.89
Grass,6,4,2,66.7%,13-9,59.1%,120-111,51.9%,4-2,66.7%,6,91.1%,12.4%,19.8%,4.6%,66.7%,79.1%,55.5%,71.2%,33.7%,51.7%,1.17
Grand Slams,6,3,3,50.0%,12-12,50.0%,123-124,49.8%,4-2,66.7%,6,89.1%,10.7%,16.6%,4.9%,66.1%,75.1%,53.4%,67.7%,33.4%,50.3%,1.04
Masters,6,2,4,33.3%,5-8,38.5%,61-65,48.4%,1-1,50.0%,6,82.0%,15.9%,9.8%,3.8%,62.9%,72.9%,51.4%,64.9%,36.9%,50.2%,1.05
Other Tours,8,1,7,12.5%,7-15,31.8%,103-126,45.0%,1-3,25.0%,8,78.4%,13.2%,10.5%,3.6%,63.4%,71.1%,50.8%,63.7%,32.5%,48.4%,0.90
Best of 5,6,3,3,50.0%,12-12,50.0%,123-124,49.8%,4-2,66.7%,6,89.1%,10.7%,16.6%,4.9%,66.1%,75.1%,53.4%,67.7%,33.4%,50.3%,1.04
Best of 3,14,3,11,21.4%,12-23,34.3%,164-191,46.2%,2-4,33.3%,14,79.7%,14.1%,10.2%,3.7%,63.2%,71.8%,51.0%,64.1%,34.2%,49.1%,0.95
vs Righties,16,4,12,25.0%,16-30,34.8%,219-251,46.6%,3-5,37.5%,16,81.6%,12.8%,11.5%,4.2%,63.5%,71.8%,52.1%,64.6%,33.8%,49.1%,0.96
vs Lefties,4,2,2,50.0%,8-5,61.5%,68-64,51.5%,3-1,75.0%,4,90.5%,12.3%,17.3%,4.1%,67.5%,77.9%,51.1%,69.2%,34.2%,51.2%,1.11
vs Top 10,1,1,0,100.0%,3-2,60.0%,27-24,52.9%,0-0,-,1,88.5%,16.0%,22.3%,5.8%,60.4%,78.6%,63.6%,72.7%,34.7%,52.9%,1.27
