Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Oconnell,108.1,118.0,9.7,122.6,109.7,132,89,90.7,5.6,95.3,89.0,103,81
2023 US Open R32,L vs De Minaur,107.9,115.8,10.4,119.8,112.8,129,84,93.5,6.0,92.7,96.0,102,79
2023 US Open R64,W vs Michelsen,108.2,115.7,8.6,116.1,114.3,128,101,92.3,5.8,96.5,91.6,103,80
2023 US Open R128,W vs Van Assche,110.4,117.5,9.7,121.9,109.1,133,94,95.9,5.8,94.0,88.0,106,80
2023 Wimbledon R32,L vs Alcaraz,119.3,123.8,7.0,124.9,121.6,134,108,105.8,5.9,108.6,104.0,115,90
2023 Wimbledon R128,W vs Cecchinato,116.8,123.9,7.1,126.2,120.6,133,109,99.5,8.2,104.0,,120,91
2022 US Open R128,L vs Berrettini,110.3,122.2,9.1,126.0,115.8,135,102,94.6,8.1,105.0,95.0,108,79
2019 Roland Garros R128,L vs Del Potro,110.9,115.5,9.5,,,132,93,100.9,4.9,,,111,87
2018 US Open R64,L vs Isner,109.6,117.4,9.0,120.8,112.7,131,78,94.9,5.5,94.0,91.5,109,83
Career (9 matches),,111.3,118.7,8.8,122.3,114.9,135,78,96.1,6.0,99.3,93.7,120,79
