Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Wimbledon R128,W vs Rune,47.5%,59.0%,53.1%,53.0%,58.5%,67.1%,47.1%,67.9%,37.5%,42.9%,66.7%,37.5%,56.3%,60.0%,137
2025 Roland Garros R128,L vs Fils,24.2%,36.6%,50.0%,31.1%,29.5%,43.8%,48.6%,40.1%,41.2%,51.9%,40.0%,16.7%,27.1%,52.5%,39
2025 Buenos Aires R32,L vs Schwartzman,27.6%,49.0%,61.8%,39.0%,34.4%,57.4%,65.0%,52.8%,41.9%,43.3%,33.3%,17.6%,38.2%,57.1%,44
2025 Australian Open R128,L vs Sinner,35.7%,45.9%,50.8%,42.3%,42.3%,52.1%,53.7%,51.4%,54.8%,52.5%,33.3%,21.7%,34.8%,44.4%,86
2025 Brisbane QF,L vs Lehecka,35.5%,53.2%,44.7%,42.1%,46.2%,64.1%,47.6%,56.7%,40.0%,52.6%,50.0%,19.0%,38.1%,41.2%,53
2024 Paris R32,L vs Alcaraz,31.0%,39.7%,35.9%,36.4%,41.2%,55.9%,40.0%,50.3%,23.5%,47.1%,33.3%,17.4%,17.4%,31.6%,-16
2024 Beijing R32,L vs Sinner,37.2%,42.3%,34.0%,43.7%,51.9%,57.7%,52.0%,61.7%,69.2%,50.0%,66.7%,8.3%,12.5%,13.6%,-33
2024 Chengdu QF,L vs Kachmazov,45.6%,54.4%,26.7%,50.0%,59.4%,75.0%,46.2%,67.2%,28.6%,50.0%,100.0%,29.2%,29.2%,11.8%,-19
2024 Rome F,L vs Zverev,23.6%,37.5%,54.7%,33.3%,33.3%,50.0%,65.6%,47.9%,62.5%,33.3%,25.0%,4.5%,13.6%,38.1%,-72
2024 Rome SF,W vs Paul,26.3%,38.1%,49.4%,33.1%,35.9%,48.7%,50.0%,46.2%,36.1%,57.1%,100.0%,7.9%,18.4%,48.6%,-36
2024 Rome QF,W vs Tsitsipas,30.1%,44.7%,52.9%,39.9%,35.3%,54.4%,52.3%,50.1%,36.4%,60.0%,44.4%,21.2%,27.3%,53.8%,7
2024 Rome R16,W vs Muller,36.7%,53.3%,56.8%,44.7%,50.0%,65.0%,60.0%,62.0%,42.1%,57.1%,50.0%,10.5%,31.6%,52.9%,-8
2024 Miami QF,L vs Medvedev,27.0%,42.9%,51.1%,37.1%,42.1%,63.2%,63.6%,58.9%,46.2%,48.0%,0.0%,4.2%,12.5%,39.1%,-74
2024 Miami R16,W vs Ruud,30.8%,44.6%,70.5%,40.6%,36.6%,56.1%,80.8%,52.2%,52.9%,54.2%,0.0%,21.7%,26.1%,55.6%,-16
2024 Buenos Aires F,L vs Diaz Acosta,18.5%,38.9%,55.8%,29.1%,23.7%,47.4%,58.6%,38.7%,52.6%,36.8%,0.0%,6.7%,20.0%,50.0%,-49
2024 Buenos Aires SF,W vs Alcaraz,29.9%,48.1%,50.0%,39.4%,39.2%,60.8%,54.8%,53.5%,32.0%,53.8%,33.3%,13.6%,27.3%,42.1%,19
2023 Paris R32,L vs Bublik,33.8%,50.0%,63.8%,42.9%,39.1%,63.0%,67.9%,55.0%,45.0%,53.8%,25.0%,32.1%,39.3%,57.9%,173
2023 Basel R16,L vs Humbert,36.3%,55.0%,56.9%,42.5%,49.1%,67.3%,57.1%,58.2%,54.5%,45.5%,66.7%,8.0%,28.0%,56.5%,-79
2023 Shanghai QF,L vs Dimitrov,46.9%,62.5%,51.5%,54.7%,59.1%,81.8%,72.2%,70.5%,50.0%,45.8%,66.7%,21.1%,21.1%,26.7%,-3
2023 Shanghai R32,W vs Sonego,37.7%,49.2%,62.2%,42.1%,56.8%,64.9%,68.8%,64.1%,46.2%,58.3%,100.0%,8.7%,26.1%,57.1%,-26
Career (64 matches),,31.2%,46.8%,53.1%,39.5%,39.8%,57.3%,57.4%,52.7%,44.9%,52.5%,47.1%,17.1%,30.8%,46.8%,47
