Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Winnipeg CH R16,L vs Yunchaokete,22,37,0.6,14.1%,23.7%,19,32,0.6,13.2%,22.2%,8.3%,4.9%,1.2,14.1%,12.2%
2021 Wimbledon R64,L vs Garin,35,49,0.7,12.0%,16.8%,29,44,0.7,10.9%,16.5%,6.7%,4.1%,1.2,18.2%,14.8%
2021 Wimbledon R128,W vs Lu,43,14,3.1,19.8%,6.5%,35,11,3.2,17.6%,5.5%,12.6%,4.5%,2.1,18.9%,9.2%
2021 Australian Open R128,L vs Fucsovics,31,57,0.5,10.0%,18.3%,31,57,0.5,10.8%,19.9%,,,1.0,16.7%,17.4%
2020 Roland Garros R64,L vs Garin,32,39,0.8,10.4%,12.7%,32,39,0.8,11.4%,13.9%,,,1.3,22.1%,16.9%
2020 Roland Garros R128,W vs Humbert,36,30,1.2,15.5%,12.9%,36,30,1.2,16.7%,13.9%,,,1.0,16.3%,17.2%
2020 US Open R128,L vs Giron,52,62,0.8,16.4%,19.5%,48,50,1.0,16.6%,17.3%,8.7%,8.0%,1.8,19.5%,11.0%
2020 Australian Open R64,L vs Lajovic,9,31,0.3,5.2%,17.8%,9,31,0.3,5.7%,19.5%,,,1.0,19.5%,19.5%
2020 Australian Open R128,W vs Kukushkin,31,32,1.0,9.0%,9.2%,31,32,1.0,10.0%,10.3%,,,1.3,22.3%,17.6%
2019 Zhangjiagang CH F,W vs Giustino,30,41,0.7,12.7%,17.4%,29,38,0.8,12.9%,17.0%,4.9%,8.0%,1.2,21.6%,17.8%
2019 Shenzhen CH R64,W vs Maamoun,25,40,0.6,13.4%,21.5%,17,38,0.4,10.3%,23.0%,6.7%,3.6%,0.8,17.2%,22.6%
2019 Bangkok CH R32,L vs Tipsarevic,20,32,0.6,12.2%,19.5%,16,28,0.6,11.3%,19.7%,5.6%,5.6%,1.4,26.2%,18.9%
2017 Nottingham CH R32,W vs Whittington,13,15,0.9,10.2%,11.7%,13,14,0.9,11.2%,12.1%,6.9%,3.4%,1.2,21.1%,18.0%
Career (13 matches),,379,479,0.8,12.4%,15.6%,345,444,0.8,12.3%,15.9%,4.2%,3.1%,1.2,19.6%,16.2%
