Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),362,130,,,,,,,,,,,,
2025,396,121,,,,,,,,,,,,
2024,321,155,262,1489,247,1464,256,1430,180,1478,558,88,,
2023,150,419,208,1533,191,1505,240,1446,141,1506,,,,
2022,334,149,241,1505,229,1465,,,,,,,,
2021,196,343,298,1419,299,1372,274,1396,204,1426,,,,
2020,124,539,169,1554,164,1506,166,1500,,,122,735,,
2019,134,417,165,1589,134,1580,229,1454,188,1445,198,350,,
2018,166,318,248,1482,223,1457,252,1421,218,1388,218,278,,
2017,323,149,354,1309,348,1273,318,1280,246,1333,70,1226,,
2016,222,238,,,,,,,,,270,255,,
2015,841,22,,,,,,,,,267,260,,
2014,1046,10,,,,,,,,,763,51,,
2013,1579,2,,,,,,,,,,,,
2012,1851,1,,,,,,,,,,,,
