Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
10,Max Purcell [AUS],5,5,50.0%,4,2,2,50.0%,2016,2023,7,0.99,3.0%,3.8%,61.5%,61.2%,47.9%,56.1%,43.5%,56.7%,46.2%
10,Maverick Banes [AUS],4,6,40.0%,3,1,2,33.3%,2014,2018,3,0.99,5.0%,7.3%,60.5%,63.2%,50.6%,58.2%,41.3%,42.9%,47.6%
9,Harry Bourchier [AUS],4,5,44.4%,4,0,4,0.0%,2014,2021,3,1.01,6.1%,7.5%,61.0%,76.2%,49.4%,65.7%,34.8%,50.0%,31.8%
7,Alex Bolt [AUS],3,4,42.9%,3,2,1,66.7%,2013,2026,4,0.81,4.8%,3.8%,62.3%,64.4%,51.4%,59.5%,32.7%,58.3%,35.3%
7,Dane Sweeny [AUS],3,4,42.9%,5,4,1,80.0%,2022,2025,5,1.12,9.1%,3.1%,69.0%,67.1%,50.0%,61.8%,42.6%,62.5%,38.1%
6,Kaichi Uchida [JPN],5,1,83.3%,2,2,0,100.0%,2018,2025,6,1.19,6.8%,5.1%,64.2%,68.3%,52.7%,62.7%,44.4%,58.3%,42.6%
6,Liam Broady [GBR],1,5,16.7%,1,0,1,0.0%,2017,2024,6,0.93,3.5%,6.5%,63.3%,62.1%,42.4%,54.9%,42.1%,48.1%,50.0%
6,Blake Mott [AUS],2,4,33.3%,3,1,2,33.3%,2016,2023,3,0.85,6.4%,1.6%,69.1%,69.2%,48.3%,62.8%,31.7%,42.9%,71.4%
6,James Duckworth [AUS],3,3,50.0%,3,1,2,33.3%,2016,2023,6,1.03,5.7%,4.3%,65.2%,71.4%,51.2%,64.3%,36.8%,59.5%,37.8%
6,Luke Saville [AUS],4,2,66.7%,1,1,0,100.0%,2012,2019,1,1.32,2.8%,7.0%,74.6%,67.9%,38.9%,60.6%,52.0%,40.0%,58.3%
5,Yuta Shimizu [JPN],2,3,40.0%,0,0,0,-,2022,2024,5,0.87,3.9%,2.2%,69.7%,62.1%,46.4%,57.3%,37.3%,61.4%,35.5%
5,Omar Jasika [AUS],4,1,80.0%,1,1,0,100.0%,2016,2024,1,1.25,3.3%,4.3%,67.4%,67.7%,66.7%,67.4%,40.9%,25.0%,44.4%
5,Yasutaka Uchiyama [JPN],0,5,0.0%,2,0,2,0.0%,2018,2024,5,0.79,5.6%,4.0%,67.4%,71.3%,52.0%,65.0%,27.8%,63.0%,17.6%
5,Jeremy Beale [AUS],5,0,100.0%,1,1,0,100.0%,2015,2018,0,,,,,,,,,,
4,Colin Sinclair [NMI],4,0,100.0%,2,2,0,100.0%,2023,2025,4,1.62,12.6%,3.3%,67.4%,81.4%,59.0%,74.1%,42.1%,85.7%,22.7%
