Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,102,43,59,42.2%,110-138,44.4%,1207-1250,49.1%,17-27,38.6%,102,78.7%,19.9%,8.1%,3.3%,55.4%,73.2%,50.1%,62.9%,35.9%,49.6%,0.97
Clay,59,26,33,44.1%,68-81,45.6%,678-743,47.7%,10-5,66.7%,59,72.1%,23.5%,6.3%,2.7%,57.1%,69.2%,47.0%,59.7%,37.6%,48.8%,0.93
Grass,26,11,15,42.3%,30-40,42.9%,339-362,48.4%,8-4,66.7%,26,81.9%,14.5%,8.4%,2.6%,60.3%,74.2%,51.0%,65.0%,33.9%,49.5%,0.97
Carpet,18,12,6,66.7%,26-16,61.9%,219-204,51.8%,6-3,66.7%,18,86.4%,16.8%,9.8%,1.7%,61.0%,74.9%,55.7%,67.4%,34.3%,50.7%,1.05
Grand Slams,39,15,24,38.5%,54-85,38.8%,644-720,47.2%,10-11,47.6%,39,75.9%,19.2%,6.8%,2.8%,57.1%,70.8%,49.2%,61.5%,35.7%,48.8%,0.93
Masters,22,4,18,18.2%,15-36,29.4%,219-283,43.6%,3-6,33.3%,22,71.1%,16.7%,6.9%,3.1%,54.8%,67.3%,48.7%,58.9%,33.3%,46.6%,0.81
Other Tours,144,73,71,50.7%,165-154,51.7%,1580-1556,50.4%,28-22,56.0%,144,80.0%,20.8%,8.4%,2.9%,57.4%,73.9%,50.2%,63.8%,36.5%,50.1%,1.01
Best of 5,39,15,24,38.5%,54-85,38.8%,644-720,47.2%,10-11,47.6%,39,75.9%,19.2%,6.8%,2.8%,57.1%,70.8%,49.2%,61.5%,35.7%,48.8%,0.93
Best of 3,166,77,89,46.4%,180-190,48.6%,1799-1839,49.5%,31-28,52.5%,166,78.7%,20.2%,8.2%,3.0%,57.0%,73.0%,50.0%,63.1%,36.1%,49.7%,0.98
Finals,3,0,3,0.0%,0-6,0.0%,20-37,35.1%,0-1,0.0%,3,71.4%,0.0%,6.5%,0.0%,64.0%,67.2%,45.8%,59.5%,25.7%,43.7%,0.63
Semi-finals,6,3,3,50.0%,7-9,43.8%,80-83,49.1%,2-2,50.0%,6,80.0%,17.7%,6.9%,1.0%,61.2%,71.6%,48.8%,62.7%,34.0%,48.5%,0.91
Quarter-finals,22,6,16,27.3%,15-32,31.9%,202-252,44.5%,1-4,20.0%,22,74.3%,14.6%,8.1%,2.9%,58.1%,73.5%,45.2%,61.6%,33.8%,47.6%,0.88
vs Righties,184,81,103,44.0%,207-253,45.0%,2188-2314,48.6%,35-32,52.2%,184,77.5%,19.9%,7.8%,3.0%,56.7%,72.2%,49.5%,62.4%,36.0%,49.3%,0.96
vs Lefties,21,11,10,52.4%,27-22,55.1%,255-245,51.0%,6-7,46.2%,21,82.0%,20.2%,8.1%,1.6%,59.8%,74.0%,52.8%,65.5%,35.7%,50.5%,1.04
vs Top 10,18,2,16,11.1%,7-39,15.2%,175-275,38.9%,3-5,37.5%,18,71.2%,7.1%,6.7%,2.5%,56.4%,68.8%,46.0%,58.9%,28.9%,44.5%,0.70
