Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2017,,,,,,,,,,,1225,15,,
2015,,,,,,,,,,,1329,15,,
2014,342,132,139,1619,120,1597,147,1560,92,1575,142,527,,
2013,120,469,93,1698,83,1667,102,1629,84,1613,165,426,,
2012,152,368,125,1647,114,1609,109,1609,105,1570,312,206,,
2011,145,364,139,1624,140,1562,101,1630,112,1547,364,153,,
2010,151,368,100,1685,85,1654,84,1659,87,1571,150,467,,
2009,58,744,75,1742,77,1666,59,1736,52,1651,96,735,74,1626
2008,54,714,70,1745,89,1648,65,1723,49,1679,39,1190,27,1752
2007,70,535,55,1775,69,1687,54,1706,60,1637,148,365,111,1516
2006,50,730,45,1815,49,1744,55,1721,,,323,164,,
2005,123,366,101,1687,83,1668,112,1600,94,1565,345,133,,
2004,170,256,164,1578,176,1502,148,1565,,,607,55,,
2003,418,65,,,,,,,,,570,58,,
2002,223,134,292,1405,258,1401,254,1417,172,1451,,,,
2001,407,66,,,,,,,,,585,51,,
2000,1332,1,,,,,,,,,,,,
1999,714,18,,,,,,,,,,,,
1998,1324,1,,,,,,,,,,,,
