Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,3,2,1,66.7%,5-2,71.4%,41-35,53.9%,2-1,66.7%,3,83.8%,22.2%,10.7%,1.4%,65.1%,77.1%,54.7%,69.3%,39.8%,53.2%,1.30,QF (Montpellier)
2013,5,0,5,0.0%,0-12,0.0%,38-75,33.6%,0-2,0.0%,5,58.2%,10.7%,4.0%,4.8%,53.0%,61.3%,44.7%,53.5%,27.5%,42.2%,0.59,R32 (2x)
2012,1,0,1,0.0%,1-2,33.3%,15-14,51.7%,0-0,-,1,73.3%,28.6%,4.8%,2.4%,61.4%,72.5%,50.0%,63.9%,42.2%,52.6%,1.17,R32 (Montpellier)
2011,3,0,3,0.0%,1-9,10.0%,39-56,41.1%,0-1,0.0%,3,76.1%,8.3%,4.7%,4.7%,53.5%,72.8%,51.6%,62.9%,28.6%,45.5%,0.77,R128 (3x)
2010,17,5,12,29.4%,14-26,35.0%,174-210,45.3%,4-3,57.1%,17,71.9%,18.2%,7.1%,3.6%,55.1%,68.9%,48.4%,59.7%,34.9%,47.9%,0.87,QF (Auckland)
2009,46,21,25,45.7%,55-58,48.7%,545-554,49.6%,6-8,42.9%,46,78.7%,20.9%,7.4%,3.6%,56.3%,72.3%,50.2%,62.7%,37.0%,49.9%,0.99,QF (4x)
2008,44,21,23,47.7%,53-59,47.3%,546-558,49.5%,11-8,57.9%,44,77.9%,21.1%,8.5%,2.8%,58.5%,72.6%,49.1%,62.9%,36.3%,49.7%,0.98,F (s Hertogenbosch)
2007,47,21,26,44.7%,51-63,44.7%,553-575,49.0%,9-7,56.3%,47,80.2%,18.3%,8.1%,2.6%,57.6%,73.6%,50.2%,63.6%,35.3%,49.4%,0.97,F (Lyon)
2006,29,17,12,58.6%,43-31,58.1%,383-366,51.1%,8-7,53.3%,29,81.4%,21.1%,8.2%,1.9%,55.4%,74.8%,50.4%,63.9%,36.8%,50.4%,1.02,F (Lyon)
2005,5,3,2,60.0%,6-5,54.5%,51-48,51.5%,0-0,-,5,70.0%,32.7%,7.9%,3.0%,63.5%,70.5%,45.0%,61.2%,41.3%,51.1%,1.06,QF (Lyon)
2004,3,1,2,33.3%,3-6,33.3%,39-48,44.8%,1-1,50.0%,3,67.4%,21.4%,2.4%,2.0%,59.8%,61.8%,53.9%,58.7%,36.7%,47.5%,0.89,R16 (Metz)
2002,2,1,1,50.0%,2-2,50.0%,19-20,48.7%,0-1,0.0%,2,89.5%,10.5%,12.3%,2.1%,52.7%,72.7%,52.2%,63.0%,24.3%,47.0%,0.66,R16 (Marseille)
Career,205,92,113,44.9%,234-275,46.0%,2443-2559,48.8%,41-39,51.2%,205,77.9%,19.9%,7.8%,2.9%,57.0%,72.4%,49.8%,62.7%,36.0%,49.4%,0.96,
