Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2002,119,335,93,1720,79,1678,66,1722,70,1626,95,640,36,1691
2001,84,497,74,1758,66,1711,65,1742,47,1676,536,60,,
2000,16,1520,58,1800,53,1745,29,1842,23,1766,953,15,,
1999,13,1814,30,1879,43,1787,35,1829,11,1853,,,,
1998,18,1710,36,1874,41,1796,21,1887,18,1793,641,44,,
1997,20,1534,26,1927,29,1844,21,1921,12,1851,660,43,,
1996,21,1455,20,1935,24,1868,16,1934,16,1832,301,175,,
1995,54,,34,1862,37,1801,29,1850,29,1775,304,157,,
1994,51,,28,1902,23,1883,34,1848,30,1756,622,44,,
1993,10,,12,2032,8,2005,17,1929,15,1875,226,240,,
1992,33,,20,1967,22,1886,28,1890,38,1743,393,71,,
1991,51,,59,1825,57,1767,56,1778,53,1688,279,138,,
1990,118,,159,1556,156,1501,131,1564,,,247,150,,
1989,202,,,,,,,,,,192,,,
1988,461,,,,,,,,,,446,,,
1987,954,,,,,,,,,,869,,,
