Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2000 Monte Carlo F,W vs Hrbaty,32.3%,43.3%,49.4%,37.6%,46.8%,64.5%,60.6%,57.6%,50.0%,47.2%,40.0%,20.0%,25.0%,41.7%,37
2000 Monte Carlo SF,W vs Alami,19.1%,44.7%,67.6%,35.1%,25.8%,54.8%,69.6%,50.0%,38.5%,61.1%,100.0%,6.7%,26.7%,64.3%,-49
2000 Rotterdam F,W vs Henman,29.1%,41.7%,52.4%,35.3%,45.1%,60.8%,60.7%,57.6%,41.2%,44.1%,-,16.7%,28.6%,45.7%,-10
1999 US Open QF,W vs Kuerten,26.4%,40.9%,66.4%,37.7%,39.8%,59.1%,73.2%,59.1%,56.8%,60.7%,50.0%,8.1%,16.1%,59.6%,-35
1999 US Open SF,L vs Martin,27.1%,35.7%,36.0%,31.6%,31.4%,45.7%,41.7%,40.3%,43.8%,36.8%,40.0%,23.5%,26.5%,30.8%,-36
1998 Roland Garros SF,L vs Corretja,24.3%,33.0%,41.1%,29.4%,35.9%,46.9%,34.1%,44.2%,46.2%,68.4%,57.1%,5.9%,11.8%,50.0%,-62
1998 Roland Garros R16,W vs Safin,30.8%,42.0%,65.3%,36.6%,43.2%,58.0%,78.3%,53.6%,42.4%,33.3%,-,15.5%,22.4%,53.1%,19
1998 Monte Carlo F,L vs Moya,7.9%,13.5%,38.2%,11.6%,9.8%,15.7%,34.8%,16.3%,28.6%,43.5%,0.0%,6.3%,12.5%,43.3%,-60
1998 Monte Carlo SF,W vs Berasategui,21.3%,34.0%,39.1%,28.9%,28.8%,49.2%,45.2%,41.0%,52.2%,58.3%,66.7%,10.0%,10.0%,29.6%,-24
1997 Wimbledon F,L vs Sampras,39.7%,53.8%,39.1%,45.1%,47.8%,60.9%,41.7%,57.0%,27.8%,46.4%,75.0%,29.0%,45.2%,36.4%,-32
1997 Wimbledon SF,W vs Stich,39.1%,53.6%,56.8%,51.3%,38.6%,58.4%,64.5%,56.8%,43.9%,35.0%,16.7%,43.5%,47.8%,38.5%,42
1996 Monte Carlo SF,L vs Muster,9.3%,16.7%,45.7%,15.4%,17.9%,28.6%,52.2%,29.6%,60.0%,61.1%,33.3%,0.0%,4.3%,39.1%,-118
1996 Marseille F,L vs Forget,26.3%,34.2%,39.2%,32.4%,34.9%,39.5%,42.9%,45.6%,52.2%,35.0%,16.7%,17.9%,32.1%,34.8%,49
1993 US Open F,L vs Sampras,24.5%,28.4%,44.9%,26.1%,40.0%,44.0%,46.7%,43.2%,53.6%,59.1%,50.0%,11.4%,15.9%,43.6%,-12
1993 US Open SF,W vs Masur,36.1%,47.4%,54.3%,42.9%,44.4%,58.0%,60.0%,55.7%,48.6%,37.0%,50.0%,25.0%,33.3%,47.2%,37
1993 Wimbledon QF,L vs Edberg,35.6%,46.5%,36.5%,40.8%,43.1%,56.9%,42.4%,52.1%,30.8%,56.3%,40.0%,36.7%,46.7%,26.3%,173
1993 Monte Carlo F,L vs Bruguera,11.8%,23.7%,42.2%,19.5%,19.0%,38.1%,47.1%,32.9%,55.0%,50.0%,42.9%,3.2%,6.5%,36.7%,-86
1993 Monte Carlo SF,W vs Edberg,12.0%,20.0%,69.0%,17.2%,12.9%,25.8%,59.3%,21.3%,46.2%,44.4%,0.0%,11.8%,11.8%,86.7%,-2
Career (18 matches),,27.1%,38.3%,50.0%,34.0%,35.9%,50.7%,54.3%,47.9%,45.5%,48.1%,40.3%,17.1%,24.2%,45.0%,53
