Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,17,7,10,41.2%,11,6,5,54.5%,1990,2001,R16,16,0.97,8.0%,3.4%,61.0%,70.8%,50.8%,63.0%,35.7%,64.3%,38.8%
Roland Garros,14,Clay,36,22,14,61.1%,14,6,8,42.9%,1989,2002,SF,33,1.08,5.2%,3.6%,58.3%,72.8%,44.8%,61.1%,41.8%,61.4%,42.0%
Wimbledon,12,Grass,37,25,12,67.6%,18,13,5,72.2%,1991,2002,F,34,1.10,8.1%,5.9%,59.2%,79.2%,47.0%,66.1%,37.3%,67.8%,37.3%
US Open,12,Hard,35,23,12,65.7%,19,12,7,63.2%,1991,2002,F,32,1.06,6.6%,4.0%,57.8%,76.3%,47.5%,64.1%,38.2%,58.4%,38.6%
Davis Cup,7,,29,18,11,62.1%,11,8,3,72.7%,1994,2000,,0,,,,,,,,,,
Monte Carlo Masters,12,Clay,36,25,11,69.4%,8,6,2,75.0%,1990,2002,W,34,1.09,4.1%,4.3%,54.2%,66.0%,51.7%,59.4%,44.1%,59.8%,46.4%
Lyon,12,Carpet,27,15,12,55.6%,15,4,11,26.7%,1990,2002,F,26,1.06,7.4%,3.6%,56.6%,75.0%,52.8%,65.4%,36.7%,65.2%,36.9%
Rome Masters,11,Clay,19,8,11,42.1%,3,1,2,33.3%,1991,2001,R16,19,0.98,5.3%,3.8%,59.3%,66.1%,49.2%,59.2%,40.1%,56.6%,38.1%
Paris Masters,11,Carpet,19,8,11,42.1%,8,5,3,62.5%,1991,2001,QF,18,1.04,9.6%,4.3%,55.2%,78.1%,48.7%,65.0%,36.3%,58.4%,38.5%
Gstaad,9,Clay,17,8,9,47.1%,10,4,6,40.0%,1992,2001,QF,17,0.99,7.5%,5.0%,57.6%,72.3%,52.5%,63.9%,35.6%,59.4%,38.7%
Indian Wells Masters,9,Hard,16,7,9,43.8%,6,2,4,33.3%,1992,2001,QF,16,0.96,8.4%,3.3%,56.6%,75.0%,50.6%,64.4%,34.3%,60.2%,36.6%
