Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2000 Monte Carlo F,W vs Hrbaty,71.7%,51.9%,5.3%,4/2,2.33,0.0%,65.0%,43.6%,1.7%,2.27,0.0%,91.3%,59.5%,10.9%,2.38,0.0%
2000 Monte Carlo SF,W vs Alami,81.1%,60.5%,5.7%,0/3,2.16,27.0%,70.0%,57.1%,10.0%,2.09,39.1%,95.7%,63.6%,0.0%,2.29,7.1%
2000 Rotterdam F,W vs Henman,55.8%,55.2%,6.7%,1/6,1.58,47.6%,41.1%,47.8%,5.4%,1.21,50.0%,85.4%,60.0%,9.8%,1.87,45.7%
1999 US Open QF,W vs Kuerten,55.8%,46.9%,3.5%,3/3,1.93,26.5%,44.1%,29.3%,2.2%,1.80,53.6%,74.3%,60.0%,5.4%,2.02,0.0%
1999 US Open SF,L vs Martin,54.2%,48.9%,6.0%,2/3,1.86,2.0%,44.4%,45.8%,7.4%,1.71,0.0%,84.0%,52.4%,4.0%,2.00,3.8%
1998 Roland Garros SF,L vs Corretja,72.2%,40.0%,7.8%,2/5,1.82,19.2%,57.9%,40.9%,13.2%,1.73,34.1%,93.5%,39.5%,4.3%,1.94,0.0%
1998 Roland Garros R16,W vs Safin,71.7%,42.1%,2.5%,1/3,2.40,4.2%,62.1%,42.6%,2.3%,2.20,8.7%,90.9%,41.7%,3.0%,2.59,0.0%
1998 Monte Carlo F,L vs Moya,82.1%,45.3%,5.1%,3/1,2.20,10.5%,78.0%,43.6%,6.0%,2.24,10.9%,92.6%,48.0%,3.7%,2.15,10.0%
1998 Monte Carlo SF,W vs Berasategui,87.0%,52.2%,5.2%,1/3,2.24,1.4%,91.7%,54.5%,5.0%,2.15,2.4%,75.0%,41.7%,6.3%,2.37,0.0%
1997 Wimbledon F,L vs Sampras,38.2%,48.3%,14.5%,1/10,1.36,20.0%,28.9%,46.2%,6.7%,1.29,25.0%,55.2%,50.0%,27.6%,1.43,14.3%
1997 Wimbledon SF,W vs Stich,56.3%,50.6%,14.6%,8/14,1.48,18.4%,53.8%,44.9%,14.3%,1.45,24.6%,73.5%,58.3%,18.4%,1.54,3.8%
1996 Monte Carlo SF,L vs Muster,79.3%,37.0%,3.4%,1/1,2.14,8.7%,75.6%,35.5%,2.4%,2.17,17.4%,100.0%,40.0%,6.7%,2.11,0.0%
1996 Marseille F,L vs Forget,61.9%,64.1%,4.8%,1/2,1.77,31.4%,50.0%,63.2%,0.0%,1.61,50.0%,80.0%,65.0%,12.0%,1.98,8.7%
1993 US Open F,L vs Sampras,45.7%,46.9%,5.7%,2/2,1.91,60.9%,29.4%,50.0%,5.9%,1.85,60.0%,68.8%,45.5%,6.3%,1.95,61.5%
1993 US Open SF,W vs Masur,68.9%,52.4%,6.7%,6/2,1.79,18.8%,69.4%,54.2%,3.5%,1.77,20.0%,74.2%,47.8%,16.1%,1.82,17.1%
1993 Wimbledon QF,L vs Edberg,53.8%,50.0%,14.4%,3/12,1.49,15.4%,50.0%,48.4%,17.7%,1.53,24.2%,86.2%,52.0%,13.8%,1.42,0.0%
1993 Monte Carlo F,L vs Bruguera,79.2%,34.2%,0.0%,0/0,1.88,29.7%,60.9%,28.6%,0.0%,1.85,55.9%,96.0%,37.5%,0.0%,1.90,0.0%
1993 Monte Carlo SF,W vs Edberg,72.7%,60.4%,0.0%,0/0,2.07,45.2%,64.3%,70.4%,0.0%,2.07,40.7%,100.0%,47.6%,0.0%,2.07,53.3%
Career (18 matches),,64.6%,48.9%,6.6%,35.1%,1.93,20.6%,57.7%,46.9%,6.0%,1.84,28.1%,83.4%,51.1%,8.4%,2.03,11.8%
