Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,23,15,8,65.2%,8,6,2,75.0%,2017,2026,QF,22,1.08,3.7%,3.3%,69.4%,63.7%,50.4%,59.6%,43.5%,60.6%,45.6%
Roland Garros,8,Clay,11,3,8,27.3%,3,1,2,33.3%,2017,2025,R64,7,0.92,1.4%,5.1%,67.6%,58.5%,42.4%,53.3%,42.9%,62.2%,42.2%
Wimbledon,6,Grass,18,12,6,66.7%,7,5,2,71.4%,2017,2025,R16,14,1.15,3.3%,4.2%,65.2%,66.4%,50.5%,60.8%,45.1%,52.6%,51.5%
US Open,9,Hard,24,15,9,62.5%,4,2,2,50.0%,2017,2025,R32,23,1.11,3.5%,6.9%,64.4%,67.2%,47.1%,60.0%,44.2%,59.1%,54.4%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2018,2018,,1,0.93,3.2%,3.2%,69.1%,53.8%,51.7%,53.2%,43.3%,41.7%,41.7%
Miami,6,Hard,16,10,6,62.5%,5,4,1,80.0%,2022,2026,R16,14,1.11,2.3%,3.2%,65.6%,67.6%,56.1%,63.6%,40.3%,65.9%,42.0%
Indian Wells,6,Hard,18,11,7,61.1%,1,1,0,100.0%,2021,2026,R16,18,1.02,1.3%,7.1%,62.0%,63.5%,45.2%,56.5%,44.4%,54.4%,43.8%
Dubai,4,Hard,12,8,4,66.7%,1,0,1,0.0%,2023,2026,F,11,1.04,2.6%,2.9%,67.8%,62.2%,53.2%,59.3%,42.4%,65.6%,48.2%
Doha,5,Hard,8,3,5,37.5%,3,1,2,33.3%,2019,2026,QF,8,0.99,2.3%,5.4%,63.9%,65.8%,49.0%,59.7%,39.9%,43.8%,44.4%
Adelaide,3,Hard,7,4,3,57.1%,1,0,1,0.0%,2024,2026,R16,7,1.08,1.4%,4.1%,65.8%,59.9%,48.3%,55.9%,47.8%,57.6%,53.0%
Brisbane,2,Hard,5,2,3,40.0%,1,0,1,0.0%,2024,2026,R32,5,1.04,2.7%,3.0%,67.7%,63.8%,47.7%,58.6%,42.9%,52.9%,51.6%
