Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,175,95,80,54.3%,218-180,54.8%,1856-1817,50.5%,26-10,72.2%,172,67.6%,32.8%,2.6%,5.5%,64.2%,63.2%,47.2%,57.5%,42.5%,50.0%,1.00
Clay,46,20,26,43.5%,48-54,47.1%,481-501,49.0%,8-4,66.7%,45,62.9%,34.4%,2.2%,5.7%,64.5%,61.3%,45.1%,55.6%,43.4%,49.5%,0.98
Grass,23,10,13,43.5%,19-27,41.3%,209-228,47.8%,4-6,40.0%,23,70.9%,25.3%,2.0%,4.2%,66.3%,63.8%,48.1%,58.5%,39.6%,49.2%,0.95
Grand Slams,40,19,21,47.5%,45-44,50.6%,423-416,50.4%,6-5,54.5%,40,69.9%,30.5%,2.7%,4.9%,68.0%,63.5%,48.1%,58.6%,41.6%,50.3%,1.00
Premiers,73,42,31,57.5%,91-68,57.2%,765-734,51.0%,12-6,66.7%,71,68.1%,32.8%,2.3%,4.6%,65.3%,62.4%,48.3%,57.5%,42.8%,50.2%,1.01
Internationals,71,33,38,46.5%,76-83,47.8%,712-750,48.7%,8-7,53.3%,70,64.5%,32.7%,2.2%,6.1%,62.6%,62.6%,45.2%,56.1%,42.6%,49.2%,0.97
Finals,3,0,3,0.0%,2-6,25.0%,36-49,42.4%,1-1,50.0%,3,58.5%,26.2%,2.0%,3.3%,70.1%,56.7%,47.9%,54.1%,39.7%,46.6%,0.86
Semi-finals,6,3,3,50.0%,8-5,61.5%,69-56,55.2%,0-2,0.0%,6,77.8%,32.8%,2.7%,5.7%,63.8%,64.5%,48.7%,58.8%,41.9%,50.6%,1.02
Quarter-finals,23,6,17,26.1%,14-30,31.8%,160-225,41.6%,2-0,100.0%,22,55.7%,26.7%,2.8%,5.8%,63.3%,57.7%,43.2%,52.4%,38.4%,45.7%,0.81
vs Righties,224,113,111,50.4%,261-242,51.9%,2342-2344,50.0%,34-20,63.0%,220,66.8%,32.5%,2.5%,5.4%,64.4%,62.8%,46.8%,57.1%,42.5%,49.8%,0.99
vs Lefties,19,11,8,57.9%,22-19,53.7%,192-194,49.7%,4-0,100.0%,19,68.2%,31.0%,1.9%,6.0%,64.4%,64.1%,48.3%,58.5%,42.0%,50.0%,1.01
vs Top 10,31,14,17,45.2%,30-30,50.0%,288-296,49.3%,3-4,42.9%,30,69.7%,28.1%,2.5%,4.0%,66.3%,62.7%,47.7%,57.7%,39.9%,49.0%,0.94
