Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,19,11,8,57.9%,26-18,59.1%,212-187,53.1%,2-1,66.7%,19,67.5%,38.7%,2.6%,3.6%,65.1%,62.2%,48.8%,57.5%,44.4%,51.0%,1.05,QF (2x)
2025,46,25,21,54.3%,54-46,54.0%,484-466,50.9%,11-5,68.8%,45,70.4%,30.7%,3.1%,5.3%,65.5%,64.5%,47.4%,58.6%,41.7%,50.1%,1.01,F (Washington)
2024,52,33,19,63.5%,70-45,60.9%,584-497,54.0%,7-6,53.8%,50,71.7%,36.1%,2.5%,5.2%,67.0%,64.0%,49.2%,59.1%,44.5%,51.8%,1.09,F (2x)
2023,29,16,13,55.2%,40-28,58.8%,331-310,51.6%,6-1,85.7%,29,66.9%,35.3%,2.6%,4.7%,64.8%,64.6%,46.0%,58.1%,43.3%,50.7%,1.03,QF (3x)
2022,32,17,15,53.1%,39-29,57.4%,319-319,50.0%,6-1,85.7%,31,67.9%,30.6%,2.0%,6.4%,61.4%,64.8%,45.6%,57.4%,42.0%,49.7%,0.99,SF (Guadalajara)
2021,26,12,14,46.2%,29-32,47.5%,266-292,47.7%,4-2,66.7%,26,63.8%,31.0%,1.7%,5.6%,63.6%,60.0%,47.5%,55.5%,42.2%,48.8%,0.95,QF (2x)
2020,7,1,6,14.3%,2-12,14.3%,54-82,39.7%,0-1,0.0%,7,62.1%,18.6%,2.6%,6.0%,64.9%,58.1%,46.6%,54.1%,33.3%,43.7%,0.72,R32 (2x)
2019,14,7,7,50.0%,15-18,45.5%,133-156,46.0%,1-1,50.0%,14,61.3%,30.8%,2.3%,6.1%,61.0%,61.0%,44.6%,54.6%,41.0%,48.0%,0.90,SF (Washington)
2018,9,0,9,0.0%,3-18,14.3%,64-119,35.0%,1-0,100.0%,9,47.2%,21.3%,2.3%,7.0%,62.1%,53.1%,41.5%,48.7%,38.9%,43.8%,0.76,
2017,9,3,6,33.3%,7-13,35.0%,93-106,46.7%,0-2,0.0%,9,61.2%,33.3%,2.0%,5.8%,63.6%,61.8%,43.5%,55.2%,42.3%,48.6%,0.94,R16 (3x)
2016,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,44.4%,22.2%,3.8%,3.8%,62.3%,60.6%,45.0%,54.7%,35.6%,45.9%,0.79,R32 (Moscow)
Career,244,125,119,51.2%,285-261,52.2%,2546-2546,50.0%,38-20,65.5%,240,67.0%,32.5%,2.5%,5.4%,64.5%,62.9%,46.8%,57.2%,42.4%,49.8%,0.99,
