Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,39,24,15,61.5%,54-36,60.0%,430-392,52.3%,8-2,80.0%,39,69.3%,34.6%,3.5%,5.5%,63.9%,64.8%,46.3%,58.1%,43.0%,50.5%,1.03
Clay,13,7,6,53.8%,14-12,53.8%,132-119,52.6%,1-1,50.0%,12,71.0%,34.4%,3.0%,4.0%,66.3%,65.0%,50.0%,60.0%,43.0%,51.5%,1.08
Grass,2,1,1,50.0%,2-2,50.0%,22-22,50.0%,1-1,50.0%,2,76.2%,23.8%,3.3%,4.0%,70.9%,64.5%,52.3%,60.9%,40.6%,51.2%,1.04
Grand Slams,9,5,4,55.6%,11-9,55.0%,104-91,53.3%,2-2,50.0%,9,71.6%,35.4%,3.1%,5.8%,68.2%,64.8%,47.1%,59.2%,43.1%,51.4%,1.06
Premiers,15,10,5,66.7%,22-10,68.8%,161-128,55.7%,2-1,66.7%,15,69.0%,42.1%,3.1%,3.7%,67.4%,64.2%,47.7%,58.8%,46.0%,52.3%,1.12
Internationals,6,4,2,66.7%,8-3,72.7%,57-39,59.4%,0-0,-,5,76.0%,40.0%,5.0%,3.7%,65.7%,69.7%,45.5%,61.4%,46.3%,54.0%,1.20
Finals,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,42.9%,0.0%,2.6%,5.3%,68.4%,61.5%,16.7%,47.4%,32.1%,38.3%,0.61
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-7,63.2%,0-0,-,1,88.9%,40.0%,3.1%,7.8%,57.8%,67.6%,51.9%,60.9%,45.3%,53.1%,1.16
Quarter-finals,8,1,7,12.5%,2-10,16.7%,42-68,38.2%,0-0,-,7,54.5%,21.7%,6.5%,5.7%,60.6%,57.0%,46.0%,52.7%,35.4%,44.0%,0.75
vs Righties,51,30,21,58.8%,66-47,58.4%,553-495,52.8%,8-4,66.7%,50,70.5%,34.7%,3.5%,5.3%,64.3%,64.9%,47.9%,58.9%,43.0%,50.9%,1.05
vs Lefties,2,1,1,50.0%,2-3,40.0%,19-30,38.8%,2-0,100.0%,2,56.5%,16.7%,1.3%,2.0%,70.2%,62.3%,35.6%,54.3%,37.6%,45.6%,0.82
vs Top 10,11,4,7,36.4%,10-15,40.0%,114-124,47.9%,0-2,0.0%,11,67.2%,30.0%,2.1%,5.0%,66.6%,62.6%,46.9%,57.4%,40.0%,48.8%,0.94
