Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Australian Open R32,L vs Swiatek,0.85,0.69,42.2,2.0,2.9%,55.9%,2.9%,47.1%,40.0%,39.4%
2025 Hong Kong R16,W vs Zhang,1.28,2.31,31.4,2.1,4.2%,54.2%,4.2%,70.8%,73.7%,61.1%
2025 Tokyo R16,W vs Shnaider,1.20,1.12,87.0,5.7,0.0%,61.0%,1.9%,51.9%,43.9%,36.5%
2025 US Open R128,W vs Ngounoue,1.04,1.19,77.6,3.7,5.8%,65.4%,4.3%,57.4%,36.6%,51.4%
2025 Cincinnati QF,L vs Swiatek,0.97,0.57,42.7,2.0,9.1%,54.5%,6.7%,56.7%,34.5%,16.7%
2025 Cincinnati R32,W vs Anisimova,1.12,1.30,60.2,2.8,2.6%,66.7%,0.0%,59.5%,51.5%,32.1%
2025 Washington F,L vs Fernandez,0.82,0.50,35.7,2.2,4.8%,57.1%,0.0%,35.3%,20.7%,44.4%
2025 Washington SF,W vs Raducanu,1.15,1.33,60.9,2.5,0.0%,60.6%,6.5%,61.3%,44.1%,46.7%
2025 Washington QF,W vs Tauson,1.05,1.37,51.1,2.2,9.4%,65.6%,3.4%,55.2%,48.7%,54.3%
2025 Washington R16,W vs Linette,1.00,2.09,46.2,2.6,8.7%,69.6%,5.0%,85.0%,50.0%,46.9%
2025 Wimbledon R64,L vs Tauson,0.93,0.81,69.8,2.3,2.4%,61.9%,2.9%,57.1%,40.0%,29.0%
2025 Charleston QF,L vs Kenin,0.89,0.59,44.4,2.5,12.9%,61.3%,10.3%,51.7%,34.6%,21.7%
2025 Charleston R16,W vs Keys,1.04,1.50,50.1,2.6,0.0%,73.3%,0.0%,60.7%,41.9%,53.6%
2025 Indian Wells R128,L vs Parks,0.98,0.75,55.2,2.7,0.0%,43.9%,2.4%,56.1%,36.4%,40.0%
2024 Beijing R16,L vs Starodubtseva,1.00,0.75,58.3,2.5,0.0%,40.6%,0.0%,56.7%,45.5%,31.3%
2024 US Open R32,L vs Haddad Maia,0.82,0.60,42.9,3.2,0.0%,39.1%,0.0%,54.5%,37.9%,40.7%
2024 US Open R64,W vs Bondar,1.03,1.70,45.7,2.0,3.7%,74.1%,0.0%,66.7%,37.9%,58.6%
2024 US Open R128,W vs Davis,0.96,2.02,41.0,2.8,4.5%,77.3%,0.0%,70.0%,60.0%,50.0%
2024 Wimbledon R32,W vs Samsonova,1.01,1.55,46.8,2.7,0.0%,80.0%,0.0%,65.5%,40.0%,43.8%
2024 Wimbledon R64,W vs Bouzkova,1.07,1.45,55.0,2.8,3.2%,67.7%,0.0%,59.3%,55.2%,42.3%
2026 (1 matches),,0.85,0.69,42.2,2.0,2.9%,55.9%,2.9%,47.1%,40.0%,39.4%
2025 (13 matches),,1.04,1.08,58.6,2.6,4.1%,61.1%,3.6%,57.8%,42.3%,41.3%
2024 (18 matches),,1.03,1.10,64.1,3.1,2.9%,59.7%,0.5%,57.9%,43.8%,44.6%
2023 (6 matches),,1.02,0.96,55.9,2.4,2.9%,54.3%,1.6%,64.0%,40.2%,37.2%
2022 (4 matches),,1.07,1.13,52.3,2.3,4.1%,58.5%,2.2%,59.4%,37.3%,50.0%
Career (136 matches),,1.03,1.07,57.7,2.7,2.4%,57.4%,1.5%,56.4%,44.2%,45.4%
