Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Australian Open R32,L vs Swiatek,18,28,0.6,13.2%,20.6%,16,26,0.6,12.7%,20.6%,9.5%,3.2%,0.9,17.6%,19.9%
2025 Hong Kong R16,W vs Zhang,12,13,0.9,14.1%,15.3%,10,10,1.0,13.0%,13.0%,2.6%,7.8%,0.4,11.8%,30.6%
2025 Tokyo R16,W vs Shnaider,42,38,1.1,18.9%,17.1%,41,37,1.1,19.3%,17.5%,9.9%,9.0%,1.1,18.9%,16.7%
2025 US Open R128,W vs Ngounoue,27,37,0.7,15.3%,20.9%,22,31,0.7,13.7%,19.3%,9.9%,3.1%,0.6,14.1%,24.3%
2025 Cincinnati QF,L vs Swiatek,13,29,0.4,11.2%,25.0%,8,24,0.3,7.9%,23.8%,5.9%,2.0%,0.8,14.7%,19.0%
2025 Cincinnati R32,W vs Anisimova,10,21,0.5,7.3%,15.3%,9,16,0.6,7.4%,13.2%,5.0%,2.5%,0.6,17.5%,27.0%
2025 Washington F,L vs Fernandez,9,14,0.6,9.6%,14.9%,8,12,0.7,9.4%,14.1%,7.1%,2.4%,1.1,17.0%,14.9%
2025 Washington SF,W vs Raducanu,31,23,1.3,24.2%,18.0%,29,18,1.6,26.1%,16.2%,13.5%,12.6%,1.1,15.6%,14.1%
2025 Washington QF,W vs Tauson,32,21,1.5,23.7%,15.6%,28,15,1.9,24.1%,12.9%,15.5%,8.6%,0.7,8.9%,12.6%
2025 Washington R16,W vs Linette,25,10,2.5,22.9%,9.2%,22,8,2.8,22.9%,8.3%,11.5%,11.5%,1.3,12.8%,10.1%
2025 Wimbledon R64,L vs Tauson,25,23,1.1,17.5%,16.1%,23,19,1.2,18.4%,15.2%,12.8%,5.6%,2.1,17.5%,8.4%
2025 Charleston QF,L vs Kenin,18,12,1.5,16.5%,11.0%,11,10,1.1,11.5%,10.4%,6.3%,5.2%,1.8,22.0%,11.9%
2025 Charleston R16,W vs Keys,10,12,0.8,8.5%,10.3%,10,11,0.9,8.8%,9.7%,2.7%,6.2%,1.2,18.8%,15.4%
2025 Indian Wells R128,L vs Parks,11,27,0.4,7.6%,18.6%,10,23,0.4,7.5%,17.3%,4.5%,1.5%,1.3,20.7%,16.6%
2024 Beijing R16,L vs Starodubtseva,8,29,0.3,6.3%,22.8%,8,23,0.3,6.8%,19.5%,1.7%,4.2%,0.6,13.4%,21.3%
2024 US Open R32,L vs Haddad Maia,14,25,0.6,13.9%,24.8%,14,20,0.7,15.9%,22.7%,9.1%,6.8%,0.8,11.9%,15.8%
2024 US Open R64,W vs Bondar,15,13,1.2,13.8%,11.9%,14,13,1.1,14.9%,13.8%,11.7%,2.1%,0.8,14.7%,19.3%
2024 US Open R128,W vs Davis,18,10,1.8,20.2%,11.2%,17,6,2.8,21.5%,7.6%,8.9%,12.7%,0.9,14.6%,16.9%
2024 Wimbledon R16,L vs Rybakina,9,9,1.0,11.8%,11.8%,8,8,1.0,12.1%,12.1%,6.1%,6.1%,2.1,32.9%,15.8%
2024 Wimbledon R32,W vs Samsonova,10,14,0.7,7.9%,11.1%,10,13,0.8,8.8%,11.5%,5.3%,3.5%,0.7,15.9%,23.0%
Career (58 matches),,1075,1360,0.8,13.7%,17.3%,979,1179,0.8,13.7%,16.5%,7.7%,5.5%,0.9,17.3%,18.2%
