Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 US Open R32,L vs Alcaraz,101.5,107.9,4.7,110.0,105.1,115,93,86.6,3.9,89.0,85.4,95,77
2022 US Open R64,W vs Coric,97.7,104.6,4.5,106.6,103.6,114,93,81.7,4.5,83.2,76.5,90,72
2022 US Open R128,W vs Lajovic,95.7,106.2,4.9,110.0,105.2,117,95,79.7,5.7,,,90,66
2022 Wimbledon R32,L vs Garin,95.3,103.3,6.3,106.1,101.9,114,83,82.7,3.9,87.3,78.8,91,76
2021 US Open R16,L vs Djokovic,99.1,104.2,7.3,109.1,100.5,116,84,84.4,4.1,85.8,87.0,93,77
2021 US Open R32,W vs Karatsev,98.7,106.9,5.9,110.4,104.4,116,86,84.8,4.9,90.0,88.0,94,73
2021 US Open R64,W vs Fritz,101.5,108.2,5.7,111.0,104.4,119,91,85.6,6.5,94.3,80.0,106,75
2021 US Open R128,W vs Ymer,94.3,104.3,8.7,110.9,100.5,121,86,79.3,5.1,81.0,79.0,92,70
2019 US Open R64,L vs Basilashvili,92.7,102.3,7.6,104.6,98.0,115,73,77.9,5.5,76.5,79.5,89,68
2019 US Open R128,W vs Berdych,93.8,100.6,9.9,106.6,97.9,110,67,82.8,5.7,86.0,72.5,99,69
Career (10 matches),,97.2,105.0,6.6,108.4,101.8,121,67,82.4,5.0,87.0,81.4,106,66
