Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,12,14,46.2%,31-33,48.4%,303-319,48.7%,6-3,66.7%,26,75.8%,21.2%,4.6%,3.2%,63.2%,69.1%,49.7%,62.0%,37.0%,49.3%,0.97
Clay,8,6,2,75.0%,13-7,65.0%,101-92,52.3%,3-1,75.0%,7,76.3%,28.1%,2.5%,2.3%,63.8%,65.9%,56.0%,62.3%,40.2%,50.9%,1.07
Grass,8,5,3,62.5%,12-8,60.0%,101-96,51.3%,1-1,50.0%,8,77.3%,25.5%,4.2%,2.4%,63.0%,68.0%,54.1%,62.9%,40.0%,51.3%,1.08
Grand Slams,7,3,4,42.9%,12-15,44.4%,131-132,49.8%,0-3,0.0%,7,76.7%,24.4%,4.0%,2.9%,62.7%,66.8%,50.8%,60.8%,39.3%,49.8%,1.00
Masters,9,4,5,44.4%,9-11,45.0%,86-96,47.3%,2-0,100.0%,9,71.7%,20.5%,5.1%,3.1%,65.0%,68.6%,45.6%,60.5%,37.1%,48.9%,0.94
Other Tours,26,16,10,61.5%,35-22,61.4%,288-279,50.8%,8-2,80.0%,25,77.5%,23.8%,3.8%,2.7%,63.0%,68.9%,54.2%,63.5%,38.0%,50.5%,1.04
Best of 5,7,3,4,42.9%,12-15,44.4%,131-132,49.8%,0-3,0.0%,7,76.7%,24.4%,4.0%,2.9%,62.7%,66.8%,50.8%,60.8%,39.3%,49.8%,1.00
Best of 3,35,20,15,57.1%,44-33,57.1%,374-375,49.9%,10-2,83.3%,34,76.0%,23.0%,4.2%,2.8%,63.5%,68.8%,52.1%,62.7%,37.8%,50.1%,1.01
Finals,2,1,1,50.0%,2-2,50.0%,18-19,48.6%,0-0,-,2,66.7%,31.6%,4.6%,0.9%,70.6%,58.4%,62.5%,59.6%,43.0%,50.9%,1.06
Semi-finals,3,2,1,66.7%,4-4,50.0%,42-45,48.3%,2-1,66.7%,3,73.2%,23.3%,2.2%,3.3%,62.4%,65.1%,54.9%,61.3%,36.6%,48.8%,0.94
Quarter-finals,4,3,1,75.0%,6-3,66.7%,41-36,53.2%,0-0,-,4,73.7%,33.3%,2.2%,3.0%,66.8%,63.9%,55.8%,61.2%,42.3%,51.3%,1.09
vs Righties,36,20,16,55.6%,49-40,55.1%,439-426,50.8%,8-4,66.7%,35,78.1%,23.3%,4.1%,2.6%,64.6%,68.2%,53.6%,63.0%,38.2%,50.3%,1.03
vs Lefties,6,3,3,50.0%,7-8,46.7%,66-81,44.9%,2-1,66.7%,6,65.3%,23.6%,4.1%,4.5%,56.0%,69.1%,43.5%,57.8%,38.1%,48.3%,0.90
vs Top 10,4,0,4,0.0%,0-9,0.0%,29-55,34.5%,0-0,-,4,65.9%,4.7%,3.0%,1.1%,64.9%,60.9%,52.1%,57.8%,30.7%,44.3%,0.73
