Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,92,51,41,55.4%,122-110,52.6%,1111-1078,50.8%,16-12,57.1%,91,76.3%,25.2%,4.0%,2.4%,63.6%,68.1%,50.7%,61.8%,38.2%,50.1%,1.00
Clay,15,8,7,53.3%,17-19,47.2%,159-177,47.3%,4-1,80.0%,14,70.6%,23.8%,2.4%,2.5%,62.8%,63.1%,54.3%,59.8%,38.8%,49.1%,0.97
Grass,20,12,8,60.0%,30-20,60.0%,257-233,52.4%,4-2,66.7%,20,79.2%,25.0%,3.6%,1.4%,65.9%,68.4%,54.2%,63.5%,40.1%,51.7%,1.10
Grand Slams,26,13,13,50.0%,44-49,47.3%,430-438,49.5%,3-6,33.3%,26,73.6%,26.4%,3.5%,2.4%,63.3%,65.4%,49.2%,59.5%,39.3%,49.5%,0.97
Masters,31,16,15,51.6%,36-35,50.7%,318-325,49.5%,4-0,100.0%,31,71.6%,26.6%,4.1%,2.5%,62.2%,66.5%,49.9%,60.2%,39.5%,49.9%,0.99
Other Tours,70,42,28,60.0%,89-65,57.8%,779-725,51.8%,17-9,65.4%,68,79.6%,23.4%,3.8%,2.0%,65.0%,69.5%,54.0%,64.0%,37.8%,50.9%,1.05
Best of 5,26,13,13,50.0%,44-49,47.3%,430-438,49.5%,3-6,33.3%,26,73.6%,26.4%,3.5%,2.4%,63.3%,65.4%,49.2%,59.5%,39.3%,49.5%,0.97
Best of 3,101,58,43,57.4%,125-100,55.6%,1097-1050,51.1%,21-9,70.0%,99,77.2%,24.4%,3.9%,2.2%,64.2%,68.6%,52.7%,62.9%,38.3%,50.6%,1.03
Finals,5,1,4,20.0%,2-8,20.0%,46-58,44.2%,0-3,0.0%,5,78.0%,13.7%,4.6%,1.5%,70.4%,70.6%,50.0%,64.5%,32.9%,48.4%,0.93
Semi-finals,10,5,5,50.0%,10-13,43.5%,113-126,47.3%,4-3,57.1%,10,75.7%,18.8%,3.0%,1.8%,63.5%,66.6%,52.1%,61.3%,35.1%,48.5%,0.91
Quarter-finals,12,10,2,83.3%,19-6,76.0%,134-90,59.8%,2-0,100.0%,11,82.9%,36.0%,3.4%,1.9%,65.9%,69.6%,56.9%,65.3%,43.0%,53.9%,1.24
vs Righties,111,67,44,60.4%,161-123,56.7%,1397-1293,51.9%,22-14,61.1%,110,77.9%,25.9%,3.8%,2.1%,64.4%,68.3%,52.4%,62.6%,39.1%,50.8%,1.05
vs Lefties,16,4,12,25.0%,8-26,23.5%,130-195,40.0%,2-1,66.7%,15,61.9%,17.9%,3.3%,3.1%,60.3%,62.3%,46.2%,55.9%,33.5%,45.3%,0.76
vs Top 10,15,3,12,20.0%,9-30,23.1%,146-212,40.8%,1-2,33.3%,14,67.6%,15.1%,2.0%,1.7%,65.2%,62.5%,49.1%,57.9%,34.0%,46.2%,0.81
