Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Dubai QF,L vs Medvedev,0% (0/7),- (0/0),0/4,75% (6/8),17% (1/6),0/0,0/0,0/1,0/0,0/1
2026 Australian Open R128,L vs Bublik,33% (5/15),20% (1/5),0/4,40% (6/15),33% (2/6),1/1,0/0,2/2,0/0,0/0
2025 Tokyo SF,L vs Fritz,10% (1/10),0% (0/1),0/1,44% (4/9),50% (2/4),0/0,0/0,1/2,0/0,1/1
2025 Washington R64,L vs Nishioka,33% (5/15),80% (4/5),3/5,57% (8/14),25% (2/8),3/4,1/1,1/2,0/0,1/1
2025 Wimbledon R64,L vs Fonseca,35% (7/20),43% (3/7),1/6,50% (10/20),40% (4/10),1/2,0/0,1/1,0/0,0/0
2025 Eastbourne F,L vs Fritz,30% (3/10),33% (1/3),0/3,44% (4/9),0% (0/4),0/1,0/0,1/2,0/0,0/0
2025 Houston F,W vs Tiafoe,67% (6/9),83% (5/6),0/2,33% (3/9),33% (1/3),2/3,0/0,0/0,0/0,0/0
2025 Houston SF,W vs Paul,41% (7/17),57% (4/7),2/5,56% (9/16),44% (4/9),2/3,0/1,1/1,0/0,0/0
2025 Australian Open R128,L vs Fritz,17% (2/12),0% (0/2),0/4,55% (6/11),0% (0/6),0/0,0/0,1/3,0/0,1/1
2023 Australian Open R64,W vs Ruud,48% (10/21),90% (9/10),2/4,40% (8/20),50% (4/8),5/7,1/2,0/0,1/2,0/0
2022 Seoul SF,L vs Shapovalov,18% (2/11),100% (2/2),0/4,36% (4/11),0% (0/4),0/2,0/0,1/1,0/0,0/0
2022 Seoul R16,W vs Kwon,33% (3/9),100% (3/3),1/1,30% (3/10),67% (2/3),3/3,2/2,0/0,1/1,0/0
2022 Seoul R32,W vs Wu,23% (3/13),100% (3/3),0/1,43% (6/14),67% (4/6),3/3,1/1,2/3,1/1,0/0
2022 San Diego R16,W vs Mcdonald,36% (5/14),80% (4/5),1/2,31% (4/13),50% (2/4),3/3,1/1,1/1,0/0,0/0
2022 US Open R32,L vs Alcaraz,21% (3/14),100% (3/3),0/6,62% (8/13),13% (1/8),1/3,0/0,1/2,0/0,0/0
2022 US Open R64,W vs Coric,43% (6/14),67% (4/6),0/1,40% (6/15),83% (5/6),4/4,2/2,2/2,1/1,0/0
2022 Cincinnati R64,L vs Paul,0% (0/9),- (0/0),0/3,50% (4/8),25% (1/4),0/0,0/0,1/1,0/0,0/0
2022 Canada R32,L vs Bautista Agut,30% (3/10),67% (2/3),1/4,56% (5/9),0% (0/5),1/2,0/0,1/2,0/0,0/0
2022 Atlanta F,L vs De Minaur,22% (2/9),50% (1/2),1/3,44% (4/9),0% (0/4),1/1,0/0,1/2,0/0,0/1
2022 Wimbledon R32,L vs Garin,41% (7/17),57% (4/7),2/4,41% (7/17),14% (1/7),3/4,1/1,1/3,0/0,0/1
2026 (2 matches),,22.7%,20.0%,0.0%,52.2%,25.0%,100.0%,-,66.7%,-,0.0%
2025 (7 matches),,33.3%,54.8%,23.1%,50.0%,29.5%,61.5%,50.0%,54.5%,-,100.0%
2023 (1 matches),,47.6%,90.0%,50.0%,40.0%,50.0%,71.4%,50.0%,-,50.0%,-
2022 (20 matches),,28.1%,72.9%,15.7%,36.8%,36.3%,77.8%,86.7%,75.9%,100.0%,60.0%
2021 (13 matches),,42.3%,73.2%,19.4%,29.8%,32.0%,80.0%,72.2%,81.3%,85.7%,100.0%
Career (68 matches),,36.1%,70.7%,20.1%,36.2%,34.4%,81.5%,80.3%,77.5%,91.7%,84.2%
