Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2002,290,99,137,1635,107,1632,88,1676,,,718,35,,
2001,108,389,100,1700,82,1671,80,1702,85,1596,,,,
2000,85,504,75,1760,48,1757,62,1732,,,835,21,,
1999,376,90,,,,,,,,,,,,
1998,132,358,72,1782,53,1749,47,1796,,,1384,1,,
1997,8,2367,24,1931,16,1912,14,1934,,,1313,1,,
1996,82,590,24,1928,20,1878,13,1938,,,720,35,,
1995,13,,14,1987,19,1886,8,2018,,,530,62,,
1994,4,,8,2066,14,1946,2,2131,15,1839,487,73,,
1993,4,,11,2043,22,1925,4,2094,,,1096,2,,
1992,16,,13,1999,27,1864,7,2040,,,292,123,,
1991,11,,14,1963,35,1817,9,1997,,,96,557,,
1990,28,,28,1899,56,1753,20,1883,61,1671,59,758,,
1989,26,,58,1802,118,1621,39,1804,76,1626,361,,,
1988,333,,,,,,,,,,593,,,
