Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1997 Roland Garros F,L vs Kuerten,79.5%,37.9%,8.4%,5/2,2.13,9.0%,66.7%,26.9%,2.6%,2.17,14.3%,90.9%,45.0%,13.6%,2.08,2.3%
1997 Roland Garros SF,W vs Rafter,62.1%,62.2%,3.0%,2/2,2.44,75.0%,62.2%,58.8%,1.2%,2.42,69.9%,77.5%,67.7%,7.5%,2.50,88.9%
1997 Miami SF,W vs Sampras,66.3%,55.6%,5.3%,2/3,2.52,47.1%,56.9%,45.5%,1.7%,2.40,47.1%,81.1%,66.7%,10.8%,2.64,47.2%
1997 Miami F,L vs Muster,59.0%,32.7%,4.8%,4/0,1.96,22.1%,47.8%,31.8%,2.2%,2.00,46.9%,81.8%,33.3%,9.1%,1.92,0.0%
1996 Olympics F,L vs Agassi,56.5%,41.0%,11.6%,3/5,2.40,2.1%,42.9%,33.3%,7.1%,2.48,4.0%,80.8%,47.6%,19.2%,2.30,0.0%
1996 Roland Garros R64,L vs Sampras,62.0%,50.5%,5.0%,4/5,2.33,42.7%,51.4%,40.0%,3.7%,2.23,36.7%,83.6%,60.7%,7.5%,2.44,50.0%
1995 Roland Garros SF,L vs Chang,80.5%,42.9%,0.9%,0/1,2.22,1.1%,78.4%,43.1%,0.0%,2.44,2.0%,89.2%,42.4%,2.7%,1.95,0.0%
1995 Rome F,L vs Muster,82.1%,45.5%,3.0%,4/0,2.31,5.9%,78.9%,43.7%,0.0%,2.42,10.2%,97.5%,48.7%,10.0%,2.15,0.0%
1995 Rome SF,W vs Ivanisevic,81.0%,51.1%,3.4%,0/2,2.61,9.3%,65.5%,57.9%,6.9%,2.62,12.1%,100.0%,46.4%,0.0%,2.60,0.0%
1995 Hamburg SF,L vs Ivanisevic,63.2%,47.3%,2.3%,2/0,2.29,19.7%,43.6%,35.3%,5.1%,2.30,33.3%,86.4%,52.6%,0.0%,2.28,0.0%
1994 Tour Finals SF,L vs Becker,48.6%,53.8%,5.6%,0/6,2.07,42.4%,48.5%,53.1%,1.5%,1.99,64.7%,58.8%,55.0%,14.7%,2.16,18.8%
1994 Paris SF,L vs Agassi,79.7%,39.2%,7.8%,3/2,1.94,8.0%,74.4%,37.9%,0.0%,1.93,17.4%,91.7%,40.9%,20.8%,1.94,0.0%
1994 Roland Garros F,W vs Berasategui,94.9%,45.0%,2.6%,1/2,1.86,18.9%,95.7%,40.0%,2.1%,2.07,35.4%,100.0%,66.7%,4.8%,1.62,0.0%
1994 Roland Garros SF,W vs Courier,74.2%,52.2%,0.0%,0/0,2.12,9.9%,71.6%,47.2%,0.0%,2.16,17.8%,92.9%,59.0%,0.0%,2.08,0.0%
1994 Dusseldorf RR,W vs Edberg,67.3%,50.0%,2.9%,2/1,2.13,44.2%,64.9%,43.2%,1.8%,1.98,28.1%,84.6%,57.6%,5.1%,2.42,77.4%
1994 Monte Carlo F,L vs Medvedev,90.0%,38.9%,1.3%,0/1,1.87,2.8%,90.2%,36.4%,0.0%,1.87,4.0%,94.4%,47.1%,5.6%,1.86,0.0%
1994 Monte Carlo SF,W vs Edberg,76.3%,52.5%,5.0%,2/2,1.78,62.2%,73.3%,54.5%,4.4%,1.74,55.6%,90.3%,50.0%,6.5%,1.94,88.9%
1993 Tour Finals RR,L vs Edberg,65.3%,37.5%,12.2%,1/5,2.04,51.1%,61.3%,36.8%,9.7%,2.18,22.7%,86.7%,38.5%,20.0%,1.91,78.3%
1993 Roland Garros F,W vs Courier,65.4%,50.6%,2.2%,2/1,1.79,14.3%,72.7%,47.9%,0.0%,1.81,24.4%,89.1%,53.7%,6.5%,1.77,0.0%
1993 Roland Garros SF,W vs Medvedev,84.1%,59.4%,0.0%,0/0,1.90,9.8%,75.0%,48.5%,0.0%,1.87,16.1%,97.3%,69.4%,0.0%,1.95,0.0%
Career (27 matches),,72.4%,48.1%,4.3%,47.3%,2.14,29.9%,68.8%,44.2%,2.5%,2.16,33.3%,87.8%,53.4%,8.1%,2.11,25.0%
