Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1997 Roland Garros F,L vs Kuerten,5.3,5.7,4.8,43.5%,41.2%,50.0%,37.0%,52.3%,13.0%,6.5,3.3,8.0,4.7
1997 Roland Garros SF,W vs Rafter,3.8,5.1,2.4,55.1%,56.7%,47.6%,57.9%,50.0%,11.9%,11.5,7.5,18.5,11.6
1997 Miami SF,W vs Sampras,3.6,4.0,3.0,48.4%,57.8%,66.7%,41.7%,36.7%,12.3%,8.0,11.0,23.0,16.7
1997 Miami F,L vs Muster,4.7,4.7,4.8,40.9%,37.1%,52.8%,50.0%,53.0%,9.8%,1.5,0.9,-11.5,-7.9
1996 Olympics F,L vs Agassi,4.0,4.1,4.0,35.4%,25.0%,47.1%,33.3%,47.9%,20.5%,-1.5,-1.7,-8.5,-9.8
1996 Roland Garros R64,L vs Sampras,3.3,4.1,2.7,48.2%,53.4%,69.2%,45.0%,40.0%,10.4%,29.5,20.8,9.0,4.6
1995 Roland Garros SF,L vs Chang,7.2,7.8,6.7,42.7%,56.8%,50.0%,49.2%,50.8%,7.8%,13.0,4.0,2.0,0.6
1995 Rome F,L vs Muster,7.0,6.6,7.4,47.9%,40.4%,51.0%,48.5%,44.4%,10.1%,13.0,3.9,-5.5,-1.4
1995 Rome SF,W vs Ivanisevic,5.8,6.1,5.4,55.0%,61.9%,56.3%,40.9%,49.8%,4.0%,6.0,4.4,6.5,4.6
1995 Hamburg SF,L vs Ivanisevic,5.8,6.7,4.9,55.7%,45.2%,54.2%,43.8%,43.3%,5.7%,6.0,3.6,-2.5,-1.1
1994 Tour Finals SF,L vs Becker,2.9,3.7,2.3,47.1%,40.4%,69.2%,60.0%,49.1%,9.0%,12.0,12.1,10.0,10.3
1994 Paris SF,L vs Agassi,5.1,4.5,5.9,56.3%,38.7%,36.8%,40.9%,47.5%,21.1%,2.0,1.6,-5.0,-3.8
1994 Roland Garros F,W vs Berasategui,7.3,7.0,7.6,53.6%,59.6%,44.1%,57.8%,39.8%,10.2%,4.0,1.4,-1.0,-0.2
1994 Roland Garros SF,W vs Courier,5.4,5.1,5.6,58.5%,48.3%,50.0%,62.2%,51.0%,11.5%,18.0,7.7,2.0,0.9
1994 Dusseldorf RR,W vs Edberg,4.2,4.6,3.7,54.0%,37.7%,70.0%,54.5%,40.0%,8.1%,7.5,5.9,14.5,7.4
1994 Monte Carlo F,L vs Medvedev,5.6,5.8,5.4,49.2%,35.2%,42.3%,45.8%,51.0%,16.8%,10.5,5.5,-8.5,-5.4
1994 Monte Carlo SF,W vs Edberg,4.1,5.0,3.4,60.8%,43.2%,50.0%,63.6%,46.4%,5.5%,18.0,17.8,10.0,8.8
1993 Tour Finals RR,L vs Edberg,3.3,4.1,2.5,48.5%,26.9%,62.5%,25.0%,46.9%,13.2%,8.0,14.0,1.5,2.6
1993 Roland Garros F,W vs Courier,4.4,4.2,4.6,47.0%,50.9%,51.4%,63.0%,43.1%,10.9%,6.5,4.4,10.0,4.4
1993 Roland Garros SF,W vs Medvedev,4.9,5.6,4.3,55.7%,68.3%,50.0%,80.0%,52.8%,8.3%,33.0,23.1,12.5,9.9
Career (27 matches),,5.1,5.5,4.7,49.1%,47.6%,52.6%,51.5%,46.8%,12.6%,10.7,6.5,3.7,2.0
