Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
1997 Roland Garros F,L vs Kuerten,9.8%,20.5%,48.0%,16.5%,13.8%,27.7%,50.0%,25.4%,47.1%,77.4%,71.4%,4.3%,10.9%,45.5%,-71
1997 Roland Garros SF,W vs Rafter,23.7%,34.1%,53.5%,29.8%,27.5%,35.3%,56.8%,35.5%,42.9%,50.0%,50.0%,12.9%,32.3%,44.4%,13
1997 Miami SF,W vs Sampras,28.4%,39.2%,54.3%,32.2%,35.8%,43.4%,50.0%,43.0%,34.8%,60.0%,50.0%,21.7%,37.0%,58.3%,14
1997 Miami F,L vs Muster,19.6%,27.2%,55.1%,25.5%,32.7%,42.9%,60.6%,43.9%,48.0%,54.2%,100.0%,5.3%,10.5%,50.0%,-67
1996 Olympics F,L vs Agassi,26.1%,30.4%,27.1%,28.3%,33.3%,41.0%,34.6%,37.2%,44.4%,38.1%,50.0%,18.5%,18.5%,18.2%,65
1996 Roland Garros R64,L vs Sampras,31.5%,43.8%,58.4%,36.8%,41.7%,53.6%,57.1%,49.8%,53.1%,57.7%,33.3%,13.0%,26.1%,60.0%,-79
1995 Roland Garros SF,L vs Chang,14.2%,22.6%,56.2%,20.1%,19.4%,33.9%,60.0%,29.5%,34.6%,61.1%,66.7%,7.1%,7.1%,51.3%,-43
1995 Rome F,L vs Muster,14.7%,18.6%,49.0%,19.0%,20.0%,26.7%,55.0%,27.3%,57.1%,57.5%,50.0%,8.3%,8.3%,40.9%,-37
1995 Rome SF,W vs Ivanisevic,21.3%,23.0%,59.1%,22.1%,24.4%,26.7%,55.9%,25.6%,88.2%,39.3%,50.0%,16.7%,16.7%,70.0%,19
1995 Hamburg SF,L vs Ivanisevic,23.9%,31.8%,58.2%,29.3%,31.0%,41.4%,70.0%,39.3%,37.5%,58.8%,50.0%,10.0%,13.3%,40.7%,-79
1994 Tour Finals SF,L vs Becker,30.6%,39.8%,48.5%,33.3%,41.4%,48.3%,47.1%,45.9%,46.4%,60.0%,66.7%,15.8%,28.9%,50.0%,-3
1994 Paris SF,L vs Agassi,34.2%,39.2%,40.0%,36.8%,48.9%,55.6%,43.5%,53.6%,30.8%,73.7%,100.0%,15.6%,18.8%,37.0%,10
1994 Roland Garros F,W vs Berasategui,18.8%,24.1%,58.9%,23.8%,26.2%,32.3%,68.8%,34.8%,35.7%,81.1%,100.0%,8.7%,13.0%,47.6%,-47
1994 Roland Garros SF,W vs Courier,23.4%,29.9%,56.8%,29.5%,29.7%,39.1%,68.9%,40.0%,41.9%,78.8%,83.3%,14.3%,16.7%,41.7%,-44
1994 Dusseldorf RR,W vs Edberg,17.6%,26.4%,49.5%,24.3%,17.9%,25.6%,53.1%,28.7%,67.6%,48.8%,50.0%,20.5%,33.3%,41.9%,-79
1994 Monte Carlo F,L vs Medvedev,12.6%,21.8%,44.4%,16.7%,13.8%,25.9%,52.0%,19.8%,20.0%,60.7%,50.0%,12.0%,16.0%,27.3%,-4
1994 Monte Carlo SF,W vs Edberg,27.7%,35.4%,57.8%,32.6%,28.0%,36.0%,61.1%,34.4%,50.0%,62.5%,50.0%,30.8%,38.5%,44.4%,29
1993 Tour Finals RR,L vs Edberg,19.3%,36.8%,44.4%,22.1%,21.4%,28.6%,40.9%,27.1%,58.3%,37.5%,0.0%,17.9%,46.4%,47.8%,-27
1993 Roland Garros F,W vs Courier,14.8%,25.2%,62.3%,19.6%,23.7%,32.2%,60.0%,33.1%,61.5%,60.6%,-,8.6%,28.6%,65.6%,-37
1993 Roland Garros SF,W vs Medvedev,20.0%,30.8%,70.6%,26.5%,24.4%,39.0%,74.2%,34.6%,82.4%,45.8%,-,13.0%,17.4%,65.0%,-16
Career (27 matches),,19.6%,27.6%,52.2%,24.5%,25.0%,33.7%,56.1%,33.0%,47.9%,60.2%,63.4%,12.4%,19.9%,46.6%,1
