Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,12,6,6,50.0%,6,2,4,33.3%,1990,2001,R16,8,1.14,5.8%,1.7%,64.7%,70.6%,49.7%,63.2%,41.9%,49.3%,44.9%
Roland Garros,12,Clay,42,32,10,76.2%,14,10,4,71.4%,1989,2001,W,33,1.31,4.2%,1.7%,66.5%,71.4%,53.0%,65.3%,45.6%,62.9%,48.0%
Wimbledon,4,Grass,8,4,4,50.0%,4,2,2,50.0%,1989,2001,R16,4,0.85,5.9%,6.9%,63.8%,73.9%,37.8%,60.8%,33.3%,54.3%,34.6%
US Open,11,Hard,24,13,11,54.2%,10,5,5,50.0%,1989,2001,R16,20,1.09,6.2%,2.8%,61.6%,72.3%,48.6%,63.2%,40.0%,59.6%,41.2%
Olympics,2,,8,6,2,75.0%,4,4,0,100.0%,1992,1996,F,0,,,,,,,,,,
Davis Cup,6,,20,11,9,55.0%,9,4,5,44.4%,1990,1995,,0,,,,,,,,,,
Barcelona,14,Clay,40,26,14,65.0%,6,4,2,66.7%,1988,2002,F,32,1.10,4.6%,2.3%,59.7%,68.5%,50.6%,61.3%,42.7%,62.3%,50.0%
Gstaad,11,Clay,40,32,8,80.0%,7,6,1,85.7%,1989,2001,W,31,1.30,6.8%,2.2%,59.4%,74.6%,56.0%,67.0%,43.0%,63.7%,46.5%
Monte Carlo Masters,10,Clay,33,25,8,75.8%,12,9,3,75.0%,1990,2001,W,31,1.12,2.6%,2.0%,56.0%,65.3%,50.6%,58.9%,46.0%,60.5%,49.3%
Rome Masters,9,Clay,27,18,9,66.7%,8,6,2,75.0%,1990,2001,F,25,1.11,3.1%,2.5%,62.6%,67.1%,51.6%,61.3%,43.1%,58.6%,44.8%
Hamburg Masters,8,Clay,19,11,8,57.9%,5,2,3,40.0%,1990,2001,SF,18,1.15,4.7%,2.1%,62.4%,68.0%,50.7%,61.5%,44.1%,52.6%,55.6%
Stuttgart Outdoor,8,Clay,19,11,8,57.9%,5,3,2,60.0%,1989,1998,SF,13,1.00,6.1%,2.6%,59.9%,67.2%,51.7%,61.0%,38.9%,62.7%,43.1%
