Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1997 Roland Garros F,L vs Kuerten,0.0%,-,7.7%,86.7%,8.9%,12.9%,7.1%,11.0%,41.2%,1.0%,25.0%,-114,-116
1997 Roland Garros SF,W vs Rafter,1.5%,50.0%,9.0%,75.0%,13.5%,8.9%,4.8%,15.0%,44.0%,0.3%,0.0%,-35,-28
1997 Miami SF,W vs Sampras,4.3%,75.0%,12.2%,79.2%,7.5%,14.8%,0.0%,22.1%,52.6%,0.0%,-,-11,1
1997 Miami F,L vs Muster,4.7%,75.0%,14.3%,56.0%,6.1%,7.7%,0.0%,5.5%,5.9%,0.9%,0.0%,-28,-13
1996 Olympics F,L vs Agassi,0.0%,-,5.1%,71.4%,5.6%,13.3%,0.0%,4.2%,12.5%,1.9%,0.0%,-64,-46
1996 Roland Garros R64,L vs Sampras,0.0%,-,4.5%,64.3%,21.5%,18.9%,7.7%,10.3%,34.5%,1.1%,25.0%,-81,-53
1995 Roland Garros SF,L vs Chang,0.0%,-,14.6%,75.0%,7.5%,10.1%,5.0%,4.9%,22.9%,1.6%,45.5%,-89,-90
1995 Rome F,L vs Muster,0.8%,100.0%,13.7%,66.7%,5.2%,10.6%,1.4%,4.6%,5.3%,1.1%,22.2%,-117,-110
1995 Rome SF,W vs Ivanisevic,0.0%,-,5.9%,71.4%,4.7%,2.9%,0.0%,4.6%,0.0%,0.3%,0.0%,-156,-121
1995 Hamburg SF,L vs Ivanisevic,0.0%,-,9.7%,76.5%,6.3%,9.3%,7.7%,1.6%,6.9%,0.0%,-,-143,-125
1994 Tour Finals SF,L vs Becker,3.2%,33.3%,4.9%,50.0%,20.0%,30.8%,28.6%,14.1%,57.1%,0.0%,-,9,12
1994 Paris SF,L vs Agassi,0.0%,-,2.1%,33.3%,10.9%,17.1%,0.0%,4.4%,20.0%,0.3%,100.0%,-85,-48
1994 Roland Garros F,W vs Berasategui,0.0%,-,10.9%,80.0%,5.0%,2.4%,5.4%,2.3%,20.0%,1.5%,27.3%,-125,-118
1994 Roland Garros SF,W vs Courier,0.0%,-,10.4%,87.5%,10.3%,10.0%,10.5%,4.4%,26.9%,0.4%,100.0%,-115,-100
1994 Dusseldorf RR,W vs Edberg,0.0%,-,6.1%,85.7%,12.0%,16.1%,0.0%,14.3%,28.3%,0.3%,0.0%,-52,-65
1994 Monte Carlo F,L vs Medvedev,1.1%,0.0%,9.6%,56.3%,11.6%,11.8%,23.1%,4.2%,18.2%,0.8%,0.0%,-108,-103
1994 Monte Carlo SF,W vs Edberg,0.0%,-,5.5%,87.5%,16.3%,20.0%,20.0%,10.1%,31.3%,0.8%,50.0%,-60,-38
1993 Tour Finals RR,L vs Edberg,3.6%,0.0%,2.8%,0.0%,27.8%,30.0%,0.0%,18.8%,36.4%,0.0%,-,-19,-50
1993 Roland Garros F,W vs Courier,0.9%,100.0%,8.4%,85.7%,13.3%,16.7%,8.3%,7.9%,30.3%,0.7%,66.7%,-63,-71
1993 Roland Garros SF,W vs Medvedev,0.0%,-,6.8%,80.0%,20.5%,38.7%,14.3%,8.9%,31.6%,0.0%,-,-96,-88
Career (27 matches),,1.2%,56.7%,10.2%,69.9%,9.6%,12.5%,7.1%,6.9%,22.7%,0.9%,31.3%,-87,-79
