Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Patty Schnyder [SUI],5,4,55.6%,1,0,1,0.0%,1999,2006,2,0.86,3.0%,7.4%,69.6%,59.6%,46.3%,55.6%,38.2%,57.1%,27.8%
8,Fabiola Zuluaga [COL],4,4,50.0%,2,1,1,50.0%,1998,2004,0,,,,,,,,,,
7,Lindsay Davenport [USA],0,7,0.0%,1,0,1,0.0%,1996,2004,1,0.52,1.8%,12.7%,52.7%,55.2%,42.3%,49.1%,26.7%,54.5%,16.7%
7,Mariana Diaz Oliva [ARG],3,4,42.9%,1,1,0,100.0%,1993,2003,0,,,,,,,,,,
6,Jill Craybas [USA],3,3,50.0%,2,0,2,0.0%,1998,2007,1,0.93,5.1%,3.4%,62.7%,70.3%,36.4%,57.6%,39.2%,66.7%,100.0%
6,Mary Pierce [FRA],4,2,66.7%,2,1,1,50.0%,1997,2004,0,,,,,,,,,,
6,Elena Likhovtseva [RUS],2,4,33.3%,0,0,0,-,1996,2003,1,1.18,0.0%,6.6%,59.2%,60.0%,67.7%,63.2%,43.6%,55.6%,40.0%
6,Amanda Coetzer [RSA],1,5,16.7%,0,0,0,-,1994,2002,0,,,,,,,,,,
5,Ai Sugiyama [JPN],2,3,40.0%,3,2,1,66.7%,2002,2006,0,,,,,,,,,,
5,Vera Zvonareva [RUS],2,3,40.0%,0,0,0,-,2002,2006,0,,,,,,,,,,
5,Magdalena Maleeva [BUL],2,3,40.0%,0,0,0,-,2001,2004,1,1.01,4.8%,5.7%,61.0%,60.9%,43.9%,54.3%,46.3%,75.0%,55.6%
5,Anne Kremer [LUX],3,2,60.0%,1,1,0,100.0%,2000,2004,0,,,,,,,,,,
5,Amelie Mauresmo [FRA],2,3,40.0%,0,0,0,-,2000,2004,1,0.70,0.0%,7.8%,62.3%,56.3%,31.0%,46.8%,37.1%,36.4%,23.1%
5,Barbara Schett [AUT],3,2,60.0%,1,1,0,100.0%,2001,2004,0,,,,,,,,,,
5,Angelika Roesch [GER],5,0,100.0%,1,1,0,100.0%,1995,2003,1,1.30,3.5%,10.5%,52.6%,53.3%,55.6%,54.4%,59.1%,63.6%,77.8%
