Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,18,9,9,50.0%,1,1,0,100.0%,1997,2007,R16,3,1.18,2.3%,6.3%,72.4%,69.8%,47.9%,63.8%,42.6%,57.1%,47.6%
Roland Garros,13,Clay,35,22,13,62.9%,5,4,1,80.0%,1994,2007,SF,8,1.17,1.1%,8.2%,63.2%,58.7%,41.5%,52.4%,55.9%,58.8%,60.5%
Wimbledon,11,Grass,22,11,11,50.0%,3,0,3,0.0%,1994,2007,QF,7,1.10,2.9%,6.4%,63.4%,64.3%,45.2%,57.4%,47.1%,56.9%,44.2%
US Open,12,Hard,24,12,12,50.0%,5,3,2,60.0%,1994,2007,QF,7,1.17,1.3%,9.3%,60.5%,61.5%,53.4%,58.3%,48.9%,63.8%,51.4%
Olympics,2,,3,1,2,33.3%,3,1,2,33.3%,2000,2004,R32,0,,,,,,,,,,
Fed Cup,5,,16,12,4,75.0%,4,2,2,50.0%,1996,2004,,0,,,,,,,,,,
Amelia Island,9,Clay,29,20,9,69.0%,6,2,4,33.3%,1994,2004,SF,0,,,,,,,,,,
Indian Wells,9,Hard,12,3,9,25.0%,4,1,3,25.0%,1996,2007,R32,0,,,,,,,,,,
Bogota,7,Clay,24,19,5,79.2%,3,3,0,100.0%,1998,2007,W,0,,,,,,,,,,
Rome,7,Clay,17,10,7,58.8%,4,3,1,75.0%,1996,2005,QF,0,,,,,,,,,,
Berlin,7,Clay,14,7,7,50.0%,5,2,3,40.0%,1997,2006,QF,0,,,,,,,,,,
Auckland,5,Hard,19,13,6,68.4%,5,0,5,0.0%,2000,2007,F,3,1.10,2.3%,4.5%,63.2%,63.3%,50.6%,58.6%,45.3%,71.0%,82.4%
