Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Cluj Napoca R32,W vs Matoula,13.0%,21.7%,53.5%,18.6%,31.4%,57.9%,48.1%,34.9%,30.0%,6.5%,9.7%,44.8%,44.4%,46.2%,-,-67
2021 Phillip Island Trophy R32,W vs Jones,34.8%,42.4%,39.0%,42.6%,48.9%,40.7%,39.1%,54.2%,50.0%,17.6%,29.4%,35.7%,50.0%,55.6%,-,23
2020 Roland Garros R32,L vs Ferro,14.2%,20.8%,44.9%,14.8%,21.6%,46.7%,28.9%,80.0%,90.0%,14.8%,22.2%,39.1%,61.5%,71.4%,60.0%,25
2020 Istanbul F,W vs Bouchard,14.0%,23.3%,54.2%,15.3%,28.8%,60.0%,58.1%,67.9%,100.0%,12.0%,12.0%,40.9%,22.2%,56.3%,33.3%,-14
2020 Hua Hin R16,W vs You,21.7%,34.8%,60.7%,28.0%,52.0%,66.7%,42.9%,72.7%,100.0%,23.1%,23.1%,50.0%,33.3%,70.0%,50.0%,46
2019 Seoul R16,L vs Badosa,18.5%,31.5%,46.2%,18.8%,34.4%,46.2%,33.3%,40.0%,33.3%,23.5%,35.3%,46.2%,54.5%,66.7%,-,90
2019 Jurmala QF,L vs Potapova,18.5%,24.7%,35.5%,22.9%,31.3%,37.8%,68.2%,69.2%,100.0%,13.8%,17.2%,32.0%,31.3%,61.5%,100.0%,21
2019 Bucharest F,L vs Rybakina,10.9%,19.6%,37.1%,16.7%,30.0%,32.0%,30.8%,52.9%,100.0%,0.0%,0.0%,50.0%,62.5%,0.0%,-,-119
2019 Bucharest SF,W vs Siegemund,15.0%,28.3%,60.8%,21.1%,34.2%,66.7%,64.7%,71.4%,60.0%,4.5%,18.2%,52.4%,18.2%,45.5%,100.0%,-104
2019 Bucharest QF,W vs Pliskova,32.7%,50.0%,47.5%,32.3%,52.3%,56.8%,58.6%,44.4%,33.3%,39.3%,53.6%,23.5%,50.0%,50.0%,0.0%,79
2019 Bucharest R32,W vs Bondar,23.8%,40.5%,66.7%,26.7%,46.7%,63.6%,50.0%,72.2%,100.0%,20.0%,30.0%,75.0%,0.0%,75.0%,-,73
2016 Bucharest R32,W vs Minca,22.0%,35.4%,49.1%,31.9%,48.9%,53.1%,31.3%,51.6%,50.0%,11.5%,23.1%,43.5%,18.2%,73.3%,100.0%,-20
2016 Madrid R16,W vs Keys,18.6%,23.7%,43.2%,17.4%,23.9%,42.1%,22.7%,62.5%,50.0%,33.3%,33.3%,50.0%,33.3%,50.0%,100.0%,147
2015 Baku F,L vs Gasparyan,18.0%,25.8%,37.5%,22.2%,29.6%,38.1%,29.6%,48.1%,54.5%,11.8%,20.6%,36.7%,17.6%,64.7%,100.0%,-69
2015 Baku SF,W vs Pavlyuchenkova,22.4%,29.3%,50.0%,27.3%,36.4%,53.1%,22.2%,26.9%,33.3%,7.7%,7.7%,41.7%,16.7%,28.6%,100.0%,-36
Career (15 matches),,19.6%,29.6%,47.7%,23.2%,35.4%,50.5%,42.4%,56.0%,59.2%,15.4%,22.5%,41.8%,35.7%,58.0%,73.9%,27
