Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Georgia Andreea Craciun [ROU],5,2,71.4%,1,1,0,100.0%,2014,2024,0,,,,,,,,,,
6,Irina Bara [ROU],5,1,83.3%,2,1,1,50.0%,2012,2024,1,1.59,0.0%,5.8%,57.7%,73.3%,59.1%,67.3%,51.9%,100.0%,50.0%
5,Irina Fetecau [ROU],4,1,80.0%,0,0,0,-,2014,2025,1,1.53,2.0%,4.0%,70.0%,71.4%,60.0%,68.0%,49.1%,60.0%,57.1%
5,Oana Georgeta Simion [ROU],4,1,80.0%,0,0,0,-,2019,2024,1,1.17,6.9%,11.1%,62.5%,60.0%,48.1%,55.6%,52.1%,55.6%,42.9%
5,Raluca Elena Platon [ROU],5,0,100.0%,0,0,0,-,2012,2014,0,,,,,,,,,,
5,Laura Ioana Andrei [ROU],4,1,80.0%,3,2,1,66.7%,2011,2014,0,,,,,,,,,,
5,Alexandra Damaschin [ROU],3,2,60.0%,0,0,0,-,2010,2012,0,,,,,,,,,,
4,Lavinia Tanasie [ROU],3,1,75.0%,1,1,0,100.0%,2023,2024,0,,,,,,,,,,
4,Donna Vekic [CRO],1,3,25.0%,0,0,0,-,2015,2020,4,0.81,1.5%,6.9%,61.8%,65.1%,35.9%,53.9%,37.5%,33.3%,41.2%
4,Paula Badosa [ESP],1,3,25.0%,1,1,0,100.0%,2014,2019,2,0.79,3.9%,7.2%,60.5%,57.6%,46.7%,53.3%,36.9%,57.1%,22.2%
4,Laura Siegemund [GER],1,3,25.0%,0,0,0,-,2016,2019,4,0.92,1.8%,6.0%,61.7%,64.7%,44.6%,57.0%,39.7%,72.4%,43.8%
4,Mariana Duque Marino [COL],2,2,50.0%,2,1,1,50.0%,2014,2017,1,1.12,0.0%,6.8%,60.2%,58.5%,54.3%,56.8%,48.5%,50.0%,42.9%
4,Gabriela Lee [ROU],4,0,100.0%,1,1,0,100.0%,2012,2014,0,,,,,,,,,,
3,Elena Ruxandra Bertea [ROU],3,0,100.0%,0,0,0,-,2024,2025,1,1.30,3.1%,3.1%,72.3%,68.1%,44.4%,61.5%,50.0%,80.0%,62.5%
3,Tena Lukas [CRO],3,0,100.0%,1,1,0,100.0%,2014,2024,0,,,,,,,,,,
