Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,6,0,6,0.0%,3,1,2,33.3%,2015,2023,R128,4,0.59,1.8%,5.8%,56.3%,56.3%,38.8%,48.7%,30.5%,52.5%,33.3%
Roland Garros,6,Clay,10,4,6,40.0%,2,0,2,0.0%,2015,2025,R32,7,0.96,2.2%,3.5%,69.3%,60.6%,46.7%,56.4%,42.1%,68.1%,48.9%
Wimbledon,6,Grass,7,1,6,14.3%,2,1,1,50.0%,2015,2025,R128,5,0.84,3.1%,8.8%,59.6%,65.3%,42.4%,56.1%,37.1%,63.6%,26.3%
US Open,7,Hard,10,3,7,30.0%,4,2,2,50.0%,2015,2025,R64,7,0.87,2.4%,8.2%,56.7%,60.4%,42.1%,52.5%,41.3%,53.8%,50.0%
Bogota,3,Clay,6,2,4,33.3%,4,2,2,50.0%,2016,2025,R16,6,1.00,3.4%,10.3%,54.0%,65.4%,40.9%,54.2%,45.7%,47.4%,50.9%
Limoges 125,2,Hard,2,0,2,0.0%,0,0,0,-,2023,2024,R32,2,0.72,2.5%,10.0%,54.2%,49.2%,38.2%,44.2%,40.2%,33.3%,33.3%
Angers 125,2,Hard,2,0,2,0.0%,0,0,0,-,2023,2024,R32,2,0.75,4.6%,6.6%,62.9%,55.8%,41.1%,50.3%,37.2%,40.0%,23.1%
Bucharest 125,2,Clay,5,3,2,60.0%,0,0,0,-,2023,2024,SF,5,1.00,1.1%,8.5%,59.8%,59.4%,45.6%,53.8%,46.2%,66.1%,41.2%
Prague,3,Hard,3,0,3,0.0%,0,0,0,-,2016,2023,R32,3,0.76,1.0%,10.3%,57.9%,50.4%,31.7%,42.6%,43.5%,53.7%,27.3%
Dubai,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2017,2021,R64,3,0.96,4.2%,5.4%,62.5%,56.2%,44.4%,51.8%,46.3%,50.0%,37.5%
