Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Cluj Napoca R32,W vs Matoula,4.3,4.7,3.9,52.2%,48.2%,57.1%,50.0%,55.3%,27.9%,28.0,12.7,6.0,4.6
2021 Phillip Island Trophy R32,W vs Jones,4.4,4.2,4.6,63.5%,45.8%,53.8%,57.1%,55.9%,36.2%,4.0,4.0,5.5,10.0
2020 Roland Garros R32,L vs Ferro,5.6,5.4,5.7,46.0%,48.1%,55.8%,38.2%,53.3%,29.0%,8.5,3.6,-6.0,-3.5
2020 Istanbul F,W vs Bouchard,4.8,4.7,5.0,53.9%,44.8%,64.7%,48.1%,53.2%,24.9%,17.0,9.1,-4.5,-3.2
2020 Hua Hin R16,W vs You,4.4,3.2,5.4,54.9%,60.9%,58.8%,66.7%,41.0%,24.3%,14.0,20.6,1.0,1.2
2019 Seoul R16,L vs Badosa,4.0,3.5,4.4,33.9%,48.6%,60.0%,44.4%,57.9%,17.0%,-1.0,-0.9,-2.0,-2.8
2019 Jurmala QF,L vs Potapova,4.3,4.2,4.3,54.9%,52.0%,48.6%,33.3%,47.6%,14.2%,15.5,12.0,0.5,0.3
2019 Bucharest F,L vs Rybakina,3.4,3.3,3.4,35.7%,38.7%,40.0%,0.0%,52.0%,15.3%,2.5,4.5,1.5,3.3
2019 Bucharest SF,W vs Siegemund,4.3,4.1,4.5,64.7%,55.2%,63.2%,50.0%,44.7%,19.2%,9.5,13.2,8.5,11.3
2019 Bucharest QF,W vs Pliskova,3.0,2.7,3.4,52.4%,43.3%,60.0%,50.0%,50.5%,18.8%,4.5,5.0,1.5,2.1
2019 Bucharest R32,W vs Bondar,4.2,3.9,4.5,51.9%,72.7%,73.3%,57.1%,48.4%,10.6%,17.5,24.3,7.5,9.9
2016 Bucharest R32,W vs Minca,3.0,3.1,3.0,52.5%,57.5%,45.5%,60.0%,45.4%,10.9%,17.5,19.0,9.0,8.7
2016 Madrid R16,W vs Keys,4.0,3.5,4.6,59.7%,56.3%,33.3%,66.7%,53.5%,16.3%,0.5,0.5,7.5,10.7
2015 Baku F,L vs Gasparyan,4.3,4.7,4.0,41.2%,51.2%,37.0%,68.8%,60.0%,17.9%,3.0,1.5,4.5,4.2
2015 Baku SF,W vs Pavlyuchenkova,3.5,3.5,3.5,54.9%,62.5%,58.3%,66.7%,43.3%,10.8%,4.5,6.9,-3.0,-3.8
Career (15 matches),,4.2,4.1,4.3,51.3%,51.2%,54.1%,50.0%,51.7%,20.8%,9.7,8.1,2.5,2.6
