Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,24,14,10,58.3%,29-21,58.0%,247-200,55.3%,0-1,0.0%,24,63.3%,46.3%,2.1%,9.1%,59.5%,64.9%,40.9%,55.2%,48.6%,51.9%,1.08,F (2x)
2024,85,64,21,75.3%,135-42,76.3%,948-613,60.7%,10-5,66.7%,6,62.5%,31.5%,2.0%,8.4%,59.4%,60.8%,44.5%,54.2%,42.6%,48.8%,0.93,W (6x)
2023,15,6,9,40.0%,15-16,48.4%,136-134,50.4%,0-0,-,5,39.6%,33.3%,2.5%,9.6%,59.2%,48.8%,39.9%,45.2%,42.6%,43.9%,0.78,QF (2x)
2022,19,14,5,73.7%,29-11,72.5%,214-141,60.3%,2-1,66.7%,0,,,,,,,,,,,,W (W15 Varna)
2020,10,8,2,80.0%,16-5,76.2%,119-75,61.3%,1-1,50.0%,0,,,,,,,,,,,,F (2x)
2019,44,31,13,70.5%,66-24,73.3%,485-280,63.4%,1-1,50.0%,5,80.0%,53.1%,1.9%,5.3%,63.3%,65.3%,55.6%,61.8%,51.1%,56.4%,1.34,W (3x)
2017,3,1,2,33.3%,3-4,42.9%,31-35,47.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (Vancouver BC $100K)
2016,12,6,6,50.0%,15-11,57.7%,136-110,55.3%,1-3,25.0%,0,,,,,,,,,,,,F (Shenzhen $100K)
2015,29,16,13,55.2%,39-27,59.1%,323-286,53.0%,4-2,66.7%,0,,,,,,,,,,,,F (Saint Petersburg $50K)
2014,80,63,17,78.8%,132-52,71.7%,1005-675,59.8%,12-8,60.0%,0,,,,,,,,,,,,W (7x)
2013,31,24,7,77.4%,45-21,68.2%,340-237,58.9%,1-2,33.3%,0,,,,,,,,,,,,W (3x)
2012,44,28,16,63.6%,62-40,60.8%,527-425,55.4%,6-4,60.0%,0,,,,,,,,,,,,W (2x)
2011,20,10,10,50.0%,24-21,53.3%,210-208,50.2%,2-2,50.0%,0,,,,,,,,,,,,F (Antalya 10K)
2010,8,4,4,50.0%,10-9,52.6%,85-81,51.2%,2-0,100.0%,0,,,,,,,,,,,,QF (2x)
2009,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Craiova 10K)
Career,425,289,136,68.0%,620-306,67.0%,4811-3512,57.8%,42-31,57.5%,40,62.1%,43.3%,2.1%,8.6%,59.9%,62.1%,43.0%,54.4%,47.2%,50.8%,1.04,
