Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Cluj Napoca R32,W vs Matoula,69% (11/16),91% (10/11),5/7,60% (9/15),22% (2/9),5/8,0/1,0/0,0/1,0/0
2023 US Open R64,L vs Pegula,38% (3/8),67% (2/3),1/5,88% (7/8),14% (1/7),0/2,0/0,0/1,0/0,0/1
2023 US Open R128,W vs Marino,33% (4/12),75% (3/4),0/3,33% (4/12),25% (1/4),1/3,0/0,3/3,0/0,0/0
2021 Wimbledon R128,L vs Kasatkina,17% (2/12),50% (1/2),0/4,50% (6/12),33% (2/6),1/1,1/1,1/1,0/0,1/1
2021 Roland Garros R128,L vs Osaka,18% (2/11),50% (1/2),0/1,45% (5/11),60% (3/5),0/1,0/0,3/4,0/0,2/2
2021 Phillip Island Trophy R32,W vs Jones,63% (5/8),100% (5/5),2/2,44% (4/9),50% (2/4),5/5,2/2,0/0,1/1,0/0
2021 Australian Open R128,L vs Cirstea,13% (1/8),0% (0/1),0/3,57% (4/7),0% (0/4),0/0,0/0,1/2,0/0,1/1
2020 Roland Garros R32,L vs Ferro,36% (5/14),80% (4/5),1/6,57% (8/14),25% (2/8),0/3,0/2,1/1,0/0,0/0
2020 Roland Garros R64,W vs Mchale,44% (4/9),75% (3/4),0/1,30% (3/10),67% (2/3),2/2,1/1,0/0,1/1,0/0
2020 Roland Garros R128,W vs Voegele,58% (7/12),86% (6/7),2/4,58% (7/12),43% (3/7),5/6,2/4,1/1,1/1,0/0
2020 Istanbul F,W vs Bouchard,50% (7/14),71% (5/7),1/3,46% (6/13),33% (2/6),3/4,0/1,0/1,0/1,0/0
2020 Hua Hin R16,W vs You,75% (6/8),100% (6/6),2/2,38% (3/8),33% (1/3),4/5,1/2,0/0,0/1,0/0
2019 Seoul R16,L vs Badosa,44% (4/9),25% (1/4),1/4,44% (4/9),0% (0/4),1/1,0/0,1/1,0/0,0/0
2019 Jurmala QF,L vs Potapova,100% (13/13),69% (9/13),3/6,69% (9/13),11% (1/9),4/9,1/1,1/3,0/0,1/2
2019 Bucharest F,L vs Rybakina,14% (1/7),0% (0/1),0/5,86% (6/7),17% (1/6),0/0,0/0,0/0,0/0,0/0
2019 Bucharest SF,W vs Siegemund,50% (4/8),100% (4/4),0/0,50% (4/8),100% (4/4),3/3,1/1,0/0,0/0,0/0
2019 Bucharest QF,W vs Pliskova,31% (4/13),75% (3/4),0/2,36% (5/14),60% (3/5),3/3,2/3,1/1,1/2,0/0
2019 Bucharest R32,W vs Bondar,75% (6/8),83% (5/6),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,0/0,0/0
2019 W15 Cancun R16,W vs Westby,60% (6/10),50% (3/6),1/1,30% (3/10),67% (2/3),3/3,2/2,0/0,1/1,0/0
2019 W15 Cancun R32,L vs Villarreal,42% (5/12),40% (2/5),0/4,54% (7/13),29% (2/7),1/2,1/1,0/1,0/0,0/1
2023 (3 matches),,50.0%,83.3%,40.0%,57.1%,20.0%,46.2%,0.0%,75.0%,0.0%,0.0%
2021 (4 matches),,25.6%,70.0%,20.0%,48.7%,36.8%,85.7%,100.0%,71.4%,100.0%,100.0%
2020 (5 matches),,50.9%,82.8%,37.5%,47.4%,37.0%,70.0%,40.0%,66.7%,50.0%,-
2019 (8 matches),,53.8%,62.8%,22.7%,48.1%,35.9%,76.0%,88.9%,50.0%,66.7%,33.3%
2017 (12 matches),,38.8%,71.1%,24.4%,54.3%,17.5%,60.0%,40.0%,61.1%,50.0%,57.1%
Career (105 matches),,49.9%,76.3%,37.3%,51.0%,25.0%,63.1%,67.7%,60.2%,63.8%,63.6%
