Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,49,21,28,42.9%,50-61,45.0%,478-550,46.5%,10-5,66.7%,47,57.2%,35.5%,2.2%,7.8%,59.6%,61.0%,42.4%,53.5%,43.4%,48.4%,0.93
Clay,40,19,21,47.5%,43-44,49.4%,387-398,49.3%,2-3,40.0%,40,61.0%,38.8%,2.0%,6.3%,61.7%,60.8%,43.6%,54.2%,44.8%,49.6%,0.98
Grass,4,1,3,25.0%,4-6,40.0%,46-51,47.4%,1-1,50.0%,4,75.0%,19.1%,1.2%,6.7%,58.2%,69.1%,47.4%,60.1%,36.9%,48.8%,0.92
Grand Slams,15,4,11,26.7%,12-21,36.4%,121-172,41.3%,2-2,50.0%,15,61.0%,23.1%,2.2%,5.5%,60.6%,60.5%,42.8%,53.5%,39.0%,46.7%,0.84
Premiers,9,3,6,33.3%,8-13,38.1%,89-103,46.4%,0-1,0.0%,8,62.8%,34.1%,3.1%,5.3%,64.8%,60.2%,45.6%,55.0%,42.7%,49.0%,0.95
Internationals,61,31,30,50.8%,68-67,50.4%,613-632,49.2%,8-5,61.5%,60,58.1%,40.1%,2.1%,7.7%,60.3%,61.0%,42.3%,53.6%,45.2%,49.4%,0.97
Finals,3,1,2,33.3%,3-5,37.5%,27-42,39.1%,1-0,100.0%,3,51.5%,25.7%,1.4%,4.1%,65.5%,56.3%,40.8%,50.9%,41.1%,45.7%,0.84
Semi-finals,5,3,2,60.0%,6-4,60.0%,48-40,54.5%,0-0,-,5,62.8%,46.7%,2.4%,6.1%,59.3%,63.4%,40.8%,54.2%,47.5%,51.0%,1.04
Quarter-finals,7,5,2,71.4%,11-6,64.7%,87-66,56.9%,1-0,100.0%,7,66.7%,46.8%,1.9%,5.2%,63.3%,63.5%,46.1%,57.1%,48.2%,52.7%,1.12
vs Righties,84,36,48,42.9%,86-103,45.5%,822-917,47.3%,12-9,57.1%,82,59.5%,35.1%,2.0%,6.9%,60.4%,61.1%,43.5%,54.1%,43.1%,48.7%,0.94
vs Lefties,6,3,3,50.0%,7-6,53.8%,61-57,51.7%,0-0,-,6,63.5%,45.2%,2.6%,7.0%,62.1%,63.4%,41.4%,55.0%,48.1%,51.6%,1.07
vs Top 10,2,0,2,0.0%,0-4,0.0%,14-25,35.9%,0-1,0.0%,2,57.9%,15.8%,3.4%,6.9%,50.3%,58.9%,41.7%,50.3%,32.7%,42.6%,0.66
