Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2015 US Open R64,L vs Brengle,86.8,89.5,3.6,,,96,80,78.8,4.7,,,87,71
2015 US Open R128,W vs Pliskova,91.9,94.3,2.6,,,99,89,84.5,4.7,,,91,73
2015 Australian Open R128,W vs Date Krumm,90.4,94.0,5.4,,,100,67,82.1,4.2,,,88,75
2014 Wimbledon R128,L vs Williams,89.3,92.7,2.7,,,97,88,84.5,2.5,,,90,82
2013 US Open R128,L vs Ivanovic,91.6,,,,,99,,,,,,,81
2013 Roland Garros R128,L vs Williams,88.4,,,,,98,,,,,,,79
2013 Australian Open R128,L vs Morita,87.7,,,,,101,,,,,,,72
2012 US Open R16,L vs Azarenka,86.5,,,,,100,,,,,,,74
2012 US Open R32,W vs Minella,84.2,,,,,104,,,,,,,63
2012 Australian Open R64,L vs Wozniacki,84.4,,,,,94,,,,,,,71
2012 Australian Open R128,W vs Barty,82.9,,,,,95,,,,,,,70
2011 Roland Garros R128,L vs Bartoli,87.4,87.9,3.7,,,97,79,84.8,2.3,,,87,79
Career (12 matches),,87.3,91.5,3.8,,,104,67,83.0,3.7,,,91,63
