Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Bol R32,L vs Bacsinszky,13% (1/8),100% (1/1),0/3,75% (6/8),17% (1/6),0/1,0/0,0/2,0/0,0/1
2017 Sumter SC $25K QF,W vs Jaksic,88% (7/8),86% (6/7),1/2,50% (4/8),50% (2/4),3/5,1/2,0/0,1/2,0/0
2017 Sumter SC $25K R16,W vs Di Lorenzo,90% (9/10),78% (7/9),2/3,33% (3/9),0% (0/3),4/6,1/1,1/1,0/0,0/0
2017 Sumter SC $25K R32,W vs Moore,64% (7/11),100% (7/7),4/5,73% (8/11),25% (2/8),4/6,0/1,1/1,0/0,0/0
2017 Templeton CA $60K R32,L vs Townsend,14% (1/7),100% (1/1),0/6,100% (6/6),0% (0/6),0/1,0/0,0/0,0/0,0/0
2017 Quebec City R32,L vs Safarova,0% (0/6),- (0/0),0/5,86% (6/7),0% (0/6),0/0,0/0,0/1,0/0,0/1
2017 Lexington KY $60K R16,L vs Kenin,44% (4/9),25% (1/4),0/4,44% (4/9),0% (0/4),0/1,0/0,2/2,0/0,1/1
2017 Lexington KY $60K R32,W vs Tjandramulia,73% (8/11),88% (7/8),4/5,73% (8/11),38% (3/8),4/7,2/2,1/1,1/1,0/0
2017 Sacramento CA $60K R32,L vs Collins,25% (2/8),0% (0/2),0/3,57% (4/7),0% (0/4),0/0,0/0,0/1,0/0,0/0
2017 Stockton CA $60K R32,W vs Elie,73% (8/11),75% (6/8),2/4,45% (5/11),0% (0/5),3/6,1/3,1/1,0/1,0/0
2017 Auburn AL $25K R32,L vs Elbaba,50% (4/8),50% (2/4),2/5,75% (6/8),0% (0/6),1/2,0/0,1/2,0/0,0/1
2017 Bethany Beach DE $25K R32,W vs Kukharchuk,56% (5/9),100% (5/5),1/3,50% (5/10),40% (2/5),4/5,2/2,0/0,1/1,0/0
2017 Australian Open R128,L vs Fourlis,60% (6/10),50% (3/6),0/4,78% (7/9),29% (2/7),2/3,0/0,3/4,0/0,1/1
2016 Birmingham Q2,W vs Savchuk,36% (4/11),75% (3/4),0/1,27% (3/11),67% (2/3),2/3,2/3,1/1,1/1,0/0
2016 Birmingham Q1,W vs Dart,50% (7/14),71% (5/7),1/1,38% (5/13),60% (3/5),4/4,1/1,0/1,0/0,0/0
2016 Nottingham R16,L vs Pliskova,13% (1/8),0% (0/1),0/3,63% (5/8),20% (1/5),0/0,0/0,0/1,0/0,0/1
2016 Nottingham R32,W vs Pliskova,27% (3/11),67% (2/3),0/1,18% (2/11),50% (1/2),2/2,1/1,3/3,0/0,0/0
2016 Bol R16,L vs Kucova,33% (5/15),100% (5/5),1/7,67% (10/15),20% (2/10),1/5,0/1,1/1,0/0,0/0
2016 Bol R32,W vs Kania,35% (6/17),83% (5/6),2/3,24% (4/17),25% (1/4),3/4,1/2,1/1,1/1,1/1
2016 Trnava $100K R32,L vs Vondrousova,38% (6/16),67% (4/6),0/4,53% (8/15),38% (3/8),3/4,1/2,0/1,0/0,0/0
2019 (1 matches),,12.5%,100.0%,0.0%,75.0%,16.7%,0.0%,-,0.0%,-,0.0%
2017 (12 matches),,56.5%,73.8%,32.7%,62.3%,16.7%,59.5%,63.6%,71.4%,60.0%,50.0%
2016 (33 matches),,51.7%,77.8%,35.1%,50.8%,18.4%,60.9%,77.8%,51.2%,88.9%,40.0%
2015 (38 matches),,53.2%,81.5%,41.0%,45.8%,25.3%,70.1%,68.9%,45.8%,66.7%,40.0%
2014 (15 matches),,51.5%,69.6%,34.0%,57.8%,26.9%,54.8%,77.8%,53.8%,83.3%,71.4%
Career (168 matches),,52.3%,78.7%,36.1%,51.3%,20.2%,63.7%,69.3%,55.6%,70.5%,47.6%
