Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,74,21,53,28.4%,57-111,33.9%,691-874,44.2%,9-13,40.9%,62,57.8%,29.4%,1.5%,6.3%,65.9%,55.9%,43.6%,51.7%,42.7%,47.2%,0.88
Clay,61,27,34,44.3%,63-80,44.1%,614-712,46.3%,4-3,57.1%,47,55.1%,30.6%,1.3%,6.4%,68.3%,55.0%,40.0%,50.3%,43.7%,47.0%,0.88
Grass,15,5,10,33.3%,15-20,42.9%,146-167,46.6%,2-2,50.0%,15,65.4%,14.8%,2.8%,4.6%,64.1%,64.1%,45.8%,57.5%,40.7%,48.7%,0.96
Grand Slams,28,8,20,28.6%,22-41,34.9%,241-311,43.7%,2-2,50.0%,27,54.4%,38.3%,1.3%,5.7%,66.3%,57.9%,42.6%,52.7%,42.7%,47.6%,0.90
Premiers,24,6,18,25.0%,17-41,29.3%,241-327,42.4%,3-7,30.0%,22,47.4%,26.3%,1.2%,7.1%,65.8%,54.0%,40.4%,49.4%,43.5%,46.5%,0.86
Internationals,80,27,53,33.8%,70-116,37.6%,775-975,44.3%,9-8,52.9%,68,59.7%,24.7%,1.8%,5.8%,66.9%,56.8%,43.4%,52.4%,42.4%,47.3%,0.89
Semi-finals,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,-,-,0.0%,4.1%,83.7%,46.3%,25.0%,42.9%,29.5%,36.6%,0.52
Quarter-finals,7,1,6,14.3%,5-12,29.4%,71-97,42.3%,2-0,100.0%,5,33.3%,25.0%,1.3%,6.5%,73.8%,54.6%,36.6%,49.9%,43.8%,46.6%,0.87
vs Righties,131,45,86,34.4%,116-186,38.4%,1262-1542,45.0%,14-15,48.3%,111,58.2%,29.4%,1.5%,6.1%,66.7%,56.3%,42.9%,51.8%,42.8%,47.3%,0.89
vs Lefties,13,3,10,23.1%,9-21,30.0%,115-164,41.2%,1-3,25.0%,11,51.9%,19.2%,2.5%,7.0%,65.2%,57.8%,39.0%,51.3%,40.9%,46.1%,0.84
vs Top 10,9,1,8,11.1%,4-16,20.0%,60-111,35.1%,1-1,50.0%,9,87.5%,71.4%,0.4%,6.3%,67.0%,51.9%,37.4%,47.1%,40.6%,43.7%,0.77
